dates,website,
2 4 2020,https://www.latimes.com/politics/story/2020-02-04/why-the-new-coronavirus-will-hit-the-economy-harder-than-sars,support
2 10 2020,https://www.albawaba.com/business/coronavirus-vs-sars-which-virus-more-fatal-global-economy-1338121,support
2 10 2020,https://www.qatar-tribune.com/PrintNews.aspx?id=182771,support
2 10 2020,https://www.qatar-tribune.com/news-details/id/182771,support
2 10 2020,https://www.qatar-tribune.com/news-details/id/182771/why-the-new-coronavirus-will-hit-the-world-economy-harder-than-sars,support
2 10 2020,http://www.qatar-tribune.com/PrintNews.aspx?id=182771,support
2 10 2020,http://www.qatar-tribune.com/news-details/id/182771,support
2 4 2020,https://www.arcamax.com/business/businessnews/s-2323060,support
2 5 2020,https://www.pressreader.com/usa/los-angeles-times/20200205/281487868340673,support
2 4 2020,https://www.politicopathy.com/2020/02/04/why-the-new-coronavirus-will-hit-the-world-economy-harder-than-sars/,support
2 5 2020,https://prensarebelde.com.do/politics/why-the-new-coronavirus-will-hit-the-world-economy-harder-than-sars/,support
2 5 2020,https://theworldnews.net/us-news/why-the-new-coronavirus-will-hit-the-world-economy-harder-than-sars,support
2 5 2020,https://sars-transmission.blogspot.com/2020/02/how-coronaviruses-cause-infection-from.html,support
2 4 2020,https://sabunajaekonomi.blogspot.com/2020/02/why-new-coronavirus-will-hit-world.html,support
