dates,website,
3 11 2020,https://www.poynter.org/?ifcn_misinformation=msnbc-actually-said-on-air-i-hope-enough-people-die-from-coronavirus-that-it-harms-trumps-re-election,deny
3 11 2020,https://www.politifact.com/factchecks/2020/mar/18/facebook-posts/no-msnbc-didnt-say-it-hopes-coronavirus-kills-enou/,deny
3 11 2020,https://www.politifact.com/factchecks/list/?target=donald-trump,deny
3 11 2020,https://www.politifact.com/factchecks/list/?category=punditfact&ruling=false,deny
3 11 2020,https://www.politifact.com/pundits/,deny
3 11 2020,https://www.politifact.com/factchecks/list/?category=pundits,deny
3 11 2020,https://www.politifact.com/factchecks/list/?page=3&category=coronavirus&ruling=false,deny
3 11 2020,https://www.politifact.com/factchecks/list/?category=pundits&ruling=false,deny
3 11 2020,https://www.politifact.com/punditfact/,deny
3 11 2020,https://www.politifact.com/factchecks/list/?page=1&category=coronavirus&ruling=false,deny
3 11 2020,https://www.politifact.com/factchecks/list/?page=2&author=ciara-orourke,deny
3 11 2020,https://www.politifact.com/factchecks/list/?category=punditfact,deny
3 11 2020,https://www.politifact.com/factchecks/list/?page=6&category=coronavirus,deny
3 11 2020,https://www.politifact.com/personalities/donald-trump/?filter_by=popular&fbclid=IwAR3w8DlcyaRvzzW4BC90vID4znE9Zf-QqkWtf1m9sb1I_Ak80t9Y9hrSr6I&page=24&utm_campaign=targetingMN&utm_medium=display&utm_source=facebook,deny
3 11 2020,https://www.politifact.com/factchecks/list/?page=2&speaker=facebook-posts&ruling=false,deny
3 11 2020,https://www.politifact.com/article/2011/jul/29/checking-obamas-campaign-promises/,deny
