dates,website,
3 26 2020,https://www.foxnews.com/media/surgeon-general-warns-those-not-taking-coronavirus-seriously-we-could-be-worse-than-italy-if-we-dont-participate-in-this-15-days-to-stop-the-spread,support
3 26 2020,https://foxbangor.com/national-news/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://flipboard.com/article/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disr/f-acfc962070%2Ffoxnews.com,support
3 26 2020,https://flipboard.com/@MarkGCNYC/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disr/a-3Ul8U0t1TKOzEjyAMbTOIA%3Aa%3A112869826-acfc962070%2Ffoxnews.com,support
3 26 2020,https://flipboard.com/@sandraopp/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disr/a-ThP69XyjTAahITp0H718uQ%3Aa%3A110649651-acfc962070%2Ffoxnews.com,support
3 26 2020,https://amp.flipboard.com/@thenewsdesk/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disr/f-acfc962070%2Ffoxnews.com,support
3 26 2020,https://thetop10news.com/2020/03/26/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://www.mhcdc.net/surgeon_general_warns_us_could_be_worse_than_italy_if_15_day_guidelines_are_disregarded,support
3 26 2020,https://usadailyexpress.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://checkersaga.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/31347/,support
3 26 2020,https://westlakelegal.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://flipboard.com/@joshbelcher5q4b/-0o0j12e8z/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disr/a-KrELsWRFSxOZlOC24oOKcw%3Aa%3A93117012-acfc962070%2Ffoxnews.com,support
3 26 2020,https://amp.flipboard.com/@RGVUnscripted/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disr/a-xFQdjFV5QFGP6Jtq_pAFbQ%3Aa%3A3312485972-acfc962070%2Ffoxnews.com,support
3 26 2020,http://trueredamerican.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,http://www.920z.cn/2020/03/26/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://www.johnwestbooks.com/world-wide-threats/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded,support
3 26 2020,https://thesunbest.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://moviess.in/latest-new-movies-2020/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://worththinkingabout.net/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://www.newslocker.com/en-in/news/south-asia/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded-fox-news/,support
3 26 2020,https://www.voguelifenews.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://www.news.apznews.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,http://worththinkingabout.net/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
3 26 2020,https://www.fashionafric.com/surgeon-general-warns-us-could-be-worse-than-italy-if-15-day-guidelines-are-disregarded/,support
