dates,website,stance
3 24 2020,https://www.foxnews.com/auto/ford-pushing-production-suspension-coronavirus,comment
None,https://flipboard.com/topic/s:foxnews.com/ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response/a-WuT-86t2RkmcbB_xJdaGPg%3Aa%3A47769551-f51b0a1650%2Ffoxnews.com,comment
3 24 2020,https://foxbangor.com/national-news/ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response/,support
None,https://www.newsbreak.com/news/0OX4IsNd/ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response,support
None,https://smallbizmarketingaz.com/sales-ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response/,comment
None,https://trnznws.blogspot.com/2020/03/fox-news-ford-pushing-production.html,support
None,https://patriotify.com/2020/03/24/ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response-fox-news/,support
None,https://newscomehere.blogspot.com/2020/03/fox-news-ford-pushing-production.html,support
3 24 2020,https://theworldnews.net/us-news/ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response,comment
None,https://ruthcgreene.com/ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response,comment
None,http://roznamaleiah.blogspot.com/2020/03/fox-news-ford-pushing-production.html,support
None,https://automobilesworldss.wordpress.com/2020/03/24/ford-pushing-production-suspension-beyond-march-30-due-to-coronavirus-response/,support
None,http://backposters.blogspot.com/2020/03/fox-news-ford-pushing-production.html,support
None,http://dnews2018.blogspot.com/2020/03/fox-news-ford-pushing-production.html,support
None,https://newsindiane1ws1.blogspot.com/2020/03/fox-news-ford-pushing-production.html,support
None,http://newsheadlinesalert.blogspot.com/2020/03/fox-news-ford-pushing-production.html,support
None,https://www.newsmypro.xyz/2020/03/fox-news-ford-pushing-production.html,support
None,https://dailyworldnewsforyou.blogspot.com/2020/03/daily-world-news-ford-pushing.html,support
None,https://realitynews0.blogspot.com/2020/03/ford-pushing-production-suspension.html,support
None,https://www.news4ken.com/2020/03/ford-pushing-production-suspension.html,support
