dates,website
1 30 2020,https://www.mymotherlode.com/news/health-news/993725/new-virus-infects-7700-in-china-dozens-in-other-countries.html
1 30 2020,"https://www.yourvalley.net/stories/new-virus-infects-7700-in-china-dozens-in-other-countries,135193"
1 30 2020,https://www.660citynews.com/2020/01/30/new-virus-infects-7700-in-china-dozens-in-other-countries/
1 30 2020,https://www.citynews1130.com/2020/01/30/new-virus-infects-7700-in-china-dozens-in-other-countries/
1 30 2020,https://www.570news.com/2020/01/30/new-virus-infects-7700-in-china-dozens-in-other-countries/
None,https://www.newsbreak.com/news/0NzdtvrS/new-virus-infects-7700-in-china-dozens-in-other-countries
1 30 2020,https://www.taiwannews.com.tw/en/news/3867406
1 30 2020,https://www.mymcmurray.com/2020/01/30/new-virus-infects-7700-in-china-dozens-in-other-countries/
1 30 2020,https://www.bastillepost.com/global/article/3017792-new-virus-infects-7700-in-china-dozens-in-other-countries/
1 30 2020,https://myrepublica.nagariknetwork.com/news/new-virus-infects-7-700-in-china-dozens-in-other-countries/
1 30 2020,https://www.daily-sun.com/post/458267/New-virus-infects-7700-in-China-dozens-in-other-countries
1 30 2020,"http://english.ahram.org.eg/NewsContent/2/9/362598/World/International/New-virus-infects-,-in-China,-dozens-in-other-coun.aspx"
1 30 2020,http://english.ahram.org.eg/News/362598.aspx
None,https://myrepublica.nagariknetwork.com/tag/dozens_other_countries.
None,https://myrepublica.nagariknetwork.com/tag/700_in_China
None,https://myrepublica.nagariknetwork.com/tag/A_viral_outbreak
None,https://myrepublica.nagariknetwork.com/tag/7
1 30 2020,https://www.breaknlinks.com/news/50111
2 13 2020,http://xotkari.com/article?id=5e44f5c07d221074eebf7dfb&utm_campaign=related
1 30 2020,https://latestnewsglobal.com/2020/01/new-virus-infects-7700-in-china-dozens-in-other-countries/
2 10 2020,http://xotkari.com/article?id=5e40eb467d221074ee43a80c&utm_campaign=related
1 29 2020,http://xotkari.com/article?id=5e315e1b7d221074ee509624&utm_campaign=related
1 22 2020,http://xotkari.com/article?id=5e2828617d221074ee4a9c40&utm_campaign=related
1 24 2020,http://xotkari.com/article?id=5e2aab407d221074ee0d7736&utm_campaign=related
1 30 2020,https://myrepublica.nagariknetwork.com/news/86201/
1 30 2020,https://myrepublica.nagariknetwork.com/amp/new-virus-infects-7-700-in-china-dozens-in-other-countries/news.html.twig
1 30 2020,https://www.daily-sun.com/post/458267
1 28 2020,https://www.idahostatesman.com/news/nation-world/health-and-medicine/article239732813.html
1 10 2020,https://www.sandiegouniontribune.com/news/nation-world/story/2020-01-10/n-carolina-gop-legislators-make-late-pitch-to-keep-photo-id
1 6 2020,https://www.sandiegouniontribune.com/news/nation-world/story/2020-01-06/leader-of-irans-revolutionary-guard-threatens-to-set-ablaze-places-that-us-supports-crowd-chants-death-to-israel
3 24 2019,https://www.sandiegouniontribune.com/news/nation-world/la-na-houston-ship-channel-cleanup-20190324-story.html
6 15 2019,https://www.sandiegouniontribune.com/news/sns-bc-oh--death-penalty-bite-mark-evidence-20190615-story.html
3 10 2017,https://www.sandiegouniontribune.com/news/nation-world/la-na-mississippi-dreamer-20170310-story.html
3 18 2018,http://xotkari.com/article?id=5aae0dca0104ea91c8f6d401&utm_campaign=related
None,https://myrepublica.nagariknetwork.com/query?page=63
None,https://jenkers.com/en#!t=17274559
4 16 2020,https://thedailycable.com/2020/04/16/starbucks-preparing-to-gradually-open-significant-number-of-stores-throughout-may/
None,https://thedailycable.com/2020/04/27/texas-to-loosen-restrictions-on-malls-movie-theaters-in-staggered-reopening/
2 28 2020,https://thedailycable.com/2020/02/28/biden-says-no-one-takes-trumps-word-on-coronavirus/
None,https://thedailycable.com/2020/01/30/playstation-plus-february-2020-free-games-bioshock-the-collection-sims-4-and-firewall-zero-hour/
1 13 2020,https://thedailycable.com/2020/01/13/experts-warn-puerto-rico-not-prepared-for-big-earthquakes/
1 27 2020,https://thedailycable.com/2020/01/27/meghan-markles-father-embarrassed-by-her-decision-to-quit-royal-life-tells-prince-harry-to-man-up-and-meet-him/
1 13 2020,https://thedailycable.com/2020/01/13/severe-weather-in-afghanistan-pakistan-leaves-43-dead/
12 4 2019,https://thedailycable.com/2019/12/04/eu-climate-leadership-in-doubt-as-bloc-set-to-miss-2030-goal/
1 30 2020,https://in.statesfriday.com/china/new-virus-infected-7800-globally-26684680
1 30 2020,https://in.sundayherald.org/china/new-virus-infected-7800-globally-00640424
1 30 2020,https://in.combineoverwiki.com/china/new-virus-infected-7800-globally-82022602
