dates,website,
2 3 2020,https://metro.co.uk/2020/02/03/exhausted-coronavirus-doctors-pictured-sleeping-floors-death-toll-hits-361-12177392/,support
2 5 2020,https://metro.co.uk/2020/02/05/medics-left-sore-marks-skin-coronavirus-face-masks-12188952/,support
2 1 2020,https://www.nytimes.com/2020/02/01/world/asia/china-coronavirus.html,support
4 8 2020,https://www.marketwatch.com/story/what-the-doctors-and-nurses-who-beat-back-the-coronavirus-in-wuhan-want-you-to-know-about-their-months-in-hell-2020-04-08,support
2 3 2020,https://internewscast.com/exhausted-coronavirus-doctors-pictured-sleeping-on-floors-as-death-toll-hits-361/,support
2 6 2020,https://www.thesun.co.uk/news/10910882/images-exhausted-coronavirus-medical-staff-sleep-in-corridors/,support
2 3 2020,https://www.dailystar.co.uk/news/world-news/coronavirus-doctors-pictured-collapsed-hospital-21423791,support
2 5 2020,https://www.kingdomfmonline.com/health/exhausted-coronavirus-doctors-pictured-sleeping-on-floors-as-death-toll-hits-361/,support
2 7 2020,https://www.news.com.au/lifestyle/health/health-problems/china-pays-tribute-to-exhausted-coronavirus-staff-as-hospitals-scramble-for-supplies/news-story/95bb3b067270228d1b34f7fb2754070f,support
2 7 2020,https://www.seniorsnews.com.au/news/chinas-drastic-mass-quarantine-decision/3938652/,support
