dates,website,
2 3 2020,https://www.businessinsider.com/uber-suspending-240-user-accounts-mexico-to-stop-coronavirus-spreading-2020-2,support
2 3 2020,https://www.businessinsider.sg/uber-suspending-240-user-accounts-mexico-to-stop-coronavirus-spreading-2020-2,support
2 3 2020,https://www.businessinsider.sg/uber-suspending-240-user-accounts-mexico-to-stop-coronavirus-spreading-2020-2/,support
2 3 2020,https://markets.businessinsider.com/news/stocks/uber-suspending-240-user-accounts-mexico-to-stop-coronavirus-spreading-2020-2-1028867141,support
2 3 2020,https://www.aol.com/article/news/2020/02/03/uber-freezes-240-mexico-accounts-after-flagging-a-possible-coronavirus-case/23917476/,support
2 3 2020,https://www.businessinsider.my/uber-suspending-240-user-accounts-mexico-to-stop-coronavirus-spreading-2020-2,support
2 3 2020,https://www.businessinsider.co.za/uber-suspending-240-user-accounts-mexico-to-stop-coronavirus-spreading-2020-2,support
2 3 2020,https://www.pulselive.co.ke/bi/tech/uber-freezes-240-mexico-accounts-after-flagging-a-possible-coronavirus-case/qztwhy7,support
2 3 2020,https://www.businessinsider.in/tech/news/uber-freezes-240-mexico-accounts-after-flagging-a-possible-coronavirus-case/articleshow/73902445.cms,support
3 3 2020,http://tech.trendolizer.com/2020/02/uber-freezes-240-mexico-accounts-after-flagging-a-possible-coronavirus-case.html,support
