dates,website,stance
None,https://www.facebook.com/watch/?v=2885525571526592,support
3 19 2020,https://talentrecap.com/bill-gates-has-been-warning-us-about-possibility-of-coronavirus-for-years-we-didnt-listen/,support
3 17 2020,https://indianexpress.com/article/trending/trending-globally/bill-gates-predicts-coronavirus-ted-talk-6318325/,support
4 4 2020,https://www.komando.com/coronavirus/bill-gates-predicted-coronavirus/733836/,support
3 16 2020,https://newsable.asianetnews.com/video/world/bill-gates-predicted-coronavirus-pandemic-ted-talks-2015-q7agpt,support
2 10 2020,https://www.poynter.org/?ifcn_misinformation=bill-gates-predicted-coronavirus,deny
3 17 2020,https://www.thequint.com/news/india/bill-gates-predicted-coronavirus-in-2015,support
1 28 2020,https://tbsnews.net/international/bill-gates-predicted-coronavirus-outbreak-death-33-million-people-2018-39867,support
1 31 2020,https://www.dailymail.co.uk/news/article-7951293/Bill-Gates-Predicted-Coronavirus-Like-Outbreak-2019-Netflix-Documentary.html,support
3 31 2020,https://www.newsbreak.com/news/0Oc3d45D/bill-gates-predicted-coronavirus-like-pandemic,support
3 14 2020,https://www.shortpedia.com/en-in/miscellaneous-news/bill-gates-predicted-coronaviruslikeepidemic-in-2015-1584167198,support
3 19 2020,https://extra.ie/2020/03/19/news/world-news/bill-gates-predicted-coronavirus-pandemic-2015,support
