dates,website,stance
3 21 2020,https://www.indiatoday.in/sports/football/story/mexico-s-liga-mx-soccer-league-president-tested-positive-for-coronavirus-1658242-2020-03-21,comment
3 21 2020,https://www.usnews.com/news/sports/articles/2020-03-21/mexican-soccer-league-president-says-he-has-coronavirus,support
3 23 2020,https://www.foxnews.com/sports/mexican-soccer-league-president-says-he-has-coronavirus,support
3 21 2020,https://www.foxsports.com/soccer/story/mexican-soccer-league-president-says-he-has-coronavirus-032120,support
3 23 2020,https://www.si.com/soccer/2020/03/23/enrique-bonilla-liga-mx-president-coronavirus-mexico,support
3 21 2020,https://www.yourbasin.com/sports/mexican-soccer-league-president-says-he-has-coronavirus/,support
3 21 2020,https://www.krqe.com/sports/mexican-soccer-league-president-says-he-has-coronavirus/,support
3 21 2020,https://www.registercitizen.com/sports/article/Mexican-soccer-league-president-says-he-has-15147699.php,support
None,https://flipboard.com/topic/mexicansoccer/mexican-soccer-league-president-says-he-has-coronavirus/a-hY_kGQdQSwOTQe3Lce33EA%3Aa%3A110649651-e02256c215%2Ffoxnews.com,support
None,https://flipboard.com/@FoxNews/mexican-soccer-league-president-says-he-has-coronavirus/a-FxAFFkbhTkqgavr2egUN2A%3Aa%3A47769551-e02256c215%2Ffoxnews.com,support
3 21 2020,https://wtop.com/soccer/2020/03/mexican-soccer-league-president-says-he-has-coronavirus/,support
3 21 2020,https://560theanswer.com/news/sports/mexican-soccer-league-president-says-he-has-coronavirus,support
3 21 2020,https://federalnewsnetwork.com/sports-news/2020/03/mexican-soccer-league-president-says-he-has-coronavirus/,support
3 21 2020,https://www.startribune.com/mexican-soccer-league-president-says-he-has-coronavirus/568991052/,support
3 21 2020,https://sports.yahoo.com/mexican-soccer-league-president-says-coronavirus-111535894--spt.html,support
3 21 2020,https://whiznews.com/2020/03/21/mexican-soccer-league-president-says-he-has-coronavirus-2/,support
3 21 2020,https://whiznews.com/2020/03/21/mexican-soccer-league-president-says-he-has-coronavirus/,support
3 21 2020,https://www.wbal.com/article/442629/127/mexican-soccer-league-president-says-he-has-coronavirus,support
3 21 2020,https://www.wavy.com/sports/mexican-soccer-league-president-says-he-has-coronavirus/,support
3 21 2020,https://www.kget.com/sports/mexican-soccer-league-president-says-he-has-coronavirus/,support
3 21 2020,https://sports.yahoo.com/liga-mx-president-says-coronavirus-185909914.html,support
3 21 2020,http://kfoxtv.com/news/nation-world/mexican-soccer-league-president-says-he-has-coronavirus,support
