dates,website,
2 3 2020,https://abcnews.go.com/Health/wireStory/built-10-days-chinas-virus-hospital-takes-1st-68715909,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740,support
2 3 2020,https://www.seattletimes.com/seattle-news/health/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 3 2020,https://www.usnews.com/news/world/articles/2020-02-02/built-in-10-days-chinas-virus-hospital-takes-1st-patients,support
2 2 2020,https://fox40.com/news/national-and-world-news/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 3 2020,https://finance-commerce.com/2020/02/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 2 2020,https://www.fox44news.com/news/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 4 2020,"https://www.theitem.com/stories/built-in-10-days-chinas-virus-hospital-takes-1st-patients,340468",support
2 3 2020,https://www.yourbasin.com/news/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 2 2020,https://www.abc27.com/news/health/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 2 2020,https://www.wvnstv.com/community/health/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 3 2020,https://www.sandiegouniontribune.com/news/nation-world/story/2020-02-02/built-in-10-days-chinas-virus-hospital-takes-1st-patients,support
2 3 2020,https://www.thedenverchannel.com/news/national/built-in-10-days-chinas-virus-hospital-takes-1st-patients,support
2 3 2020,https://www.huffpost.com/entry/built-in-10-days-china-virus-hospital-takes-1st-patients_n_5e37ffb7c5b69a19a4b2c472,support
2 2 2020,https://www.washingtontimes.com/news/2020/feb/2/built-in-10-days-chinas-virus-hospital-takes-1st-p/,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%2F5-things-to-know-for-monday-september-9-2019-1.4584031,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D89830,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes,support
2 2 2020,https://www.wtnh.com/news/health/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 3 2020,https://www.startribune.com/built-in-10-days-china-s-virus-hospital-takes-1st-patients/567514962/,support
2 3 2020,https://medicalxpress.com/news/2020-02-built-days-china-virus-hospital.html,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D89578,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D68597,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yesclipId104062%3FclipId%3D89680,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=,support
2 3 2020,"http://www.yourvalley.net/stories/built-in-10-days-chinas-virus-hospital-takes-1st-patients,136218",support
2 3 2020,https://www.nwahomepage.com/news/national/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FclipId%3D89578,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FclipId%3D89950,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yesclipId104062,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FcontactForm%3Dtrue,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D68596,support
2 3 2020,https://www.ctvnews.ca/mobile/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=?autoPlay=true,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FclipId%3D375756,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D89750%3FautoPlay%3Dtrue,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FclipId%3D89926,support
2 2 2020,https://www.wkrg.com/top-stories/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 3 2020,https://www.kob.com/new-mexico-health-news/built-in-10-days-chinas-virus-hospital-takes-1st-patients/5631632/,support
2 2 2020,https://www.informnny.com/news/health-news/built-in-10-days-chinas-virus-hospital-takes-1st-patients/,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FclipId%3D104066,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FcontactForm%3Dtrue,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yesclipId104062%2F5-things-to-know-for-thursday-november-14-2019-1.4685092,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D104070,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FclipId%3D104056,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3Fot%3DAjaxLayout%2Fpower-play-video-highlights,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D104056,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=kmdeuabt,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D89950,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D104069,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D89563,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=xsfskdnkckf,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=%3FclipId%3D68596%3FautoPlay%3Dtrue,support
2 3 2020,https://www.ctvnews.ca/health/built-in-10-days-china-s-virus-hospital-takes-1st-patients-1.4794740?cache=yes%3FclipId%3D68596,support
