dates,website,
4 8 2020,https://www.boomlive.in/fake-news/false-harvard-professor-arrested-for-manufacturing-novel-coronavirus-7597,support
1 28 2020,https://www.justice.gov/opa/pr/harvard-university-professor-and-two-chinese-nationals-charged-three-separate-china-related,support
4 7 2020,https://www.reuters.com/article/uk-factcheck-harvard-doctor-arrested-cor/false-headline-claim-harvard-doctor-arrested-for-creating-and-selling-the-new-coronavirus-to-china-idUSKBN21P292,support
4 8 2020,https://m.dailyhunt.in/news/india/english/boom+factcheck-epaper-boomfe/false+harvard+professor+arrested+for+manufacturing+novel+coronavirus-newsid-176940014,support
4 8 2020,https://m.dailyhunt.in/news/india/english/databaaz-epaper-databaaz/false+harvard+professor+arrested+for+manufacturing+novel+coronavirus-newsid-176950420,support
4 8 2020,https://m.dailyhunt.in/news/africa/english/databaaz-epaper-databaaz/false+harvard+professor+arrested+for+manufacturing+novel+coronavirus-newsid-176950420,support
4 8 2020,https://m.dailyhunt.in/news/nepal/english/databaaz-epaper-databaaz/false+harvard+professor+arrested+for+manufacturing+novel+coronavirus-newsid-176950420,support
4 8 2020,https://m.dailyhunt.in/news/bangladesh/english/databaaz-epaper-databaaz/false+harvard+professor+arrested+for+manufacturing+novel+coronavirus-newsid-176950420,support
2 21 2020,https://www.factcheck.org/2020/02/no-link-between-harvard-scientist-charles-lieber-and-coronavirus/,support
2 4 2020,https://www.sciencemag.org/news/2020/02/why-did-chinese-university-hire-charles-lieber-do-battery-research,support
