dates,website,
2 3 2020,http://gnnliberia.com/2020/02/03/scientists-say-the-wuhan-coronavirus-outbreak-could-soon-be-declared-a-pandemic-heres-what-that-means/,support
2 3 2020,https://www.businessinsider.sg/wuhan-coronavirus-pandemic-what-that-means-epidemic-difference-2020-2/,support
2 3 2020,https://www.businessinsider.co.za/wuhan-coronavirus-pandemic-what-that-means-epidemic-difference-2020-2,support
2 24 2020,https://www.businessinsider.com/covid-19-coronavirus-has-pandemic-potential-says-who-2020-2,comment
2 4 2020,https://www.businessinsider.com/wuhan-coronavirus-china-admits-deficiencies-in-response-2020-2,support
2 4 2020,https://www.businessinsider.in/science/news/scientists-say-the-wuhan-coronavirus-outbreak-could-soon-be-declared-a-pandemic-heres-what-that-means-/articleshow/73915948.cms,support
2 4 2020,https://www.businessinsider.com/wuhan-coronavirus-china-offering-140-to-report-wuhan-visitors-2020-2,support
2 5 2020,https://www.businessinsider.com/wuhan-sports-stadiums-makeshift-coronavirus-hospitals-2020-2,support
2 5 2020,https://www.businessinsider.com/world-health-organization-china-coronavirus-worsens-experts-paint-darker-picture-2020-2,support
2 3 2020,http://gnnliberia.com/2020/02/03/scientists-say-the-wuhan-coronavirus-outbreak-could-soon-be-declared-a-pandemic-heres-what-that-means/?pr=110235&lang=ar,support
2 3 2020,http://gnnliberia.com/2020/02/03/scientists-say-the-wuhan-coronavirus-outbreak-could-soon-be-declared-a-pandemic-heres-what-that-means/?pr=110239&lang=fr,comment
2 24 2020,https://www.businessinsider.sg/covid-19-coronavirus-has-pandemic-potential-says-who-2020-2,support
2 24 2020,https://www.businessinsider.my/covid-19-coronavirus-has-pandemic-potential-says-who-2020-2,support
2 4 2020,https://www.businessinsider.sg/teenager-cerebral-palsy-dies-father-quarantined-suspected-coronavirus-china-2020-2,support
2 4 2020,https://www.businessinsider.sg/wuhan-coronavirus-china-offering-140-to-report-wuhan-visitors-2020-2,support
2 5 2020,https://www.businessinsider.my/world-health-organization-china-coronavirus-worsens-experts-paint-darker-picture-2020-2,support
2 4 2020,https://www.businessinsider.my/wuhan-coronavirus-china-admits-deficiencies-in-response-2020-2,support
2 5 2020,https://www.businessinsider.my/world-health-organization-china-coronavirus-worsens-experts-paint-darker-picture-2020-2/,support
2 4 2020,https://www.businessinsider.co.za/wuhan-coronavirus-japan-quarantine-cruise-ship-photos-inside-2020-2,support
2 4 2020,https://www.pulselive.co.ke/bi/tech/china-gave-a-rare-admission-of-fault-admitting-deficiencies-in-its-response-to-the/w9vmzw5,support
2 4 2020,https://www.wuhanupdate.com/science/scientists-say-the-wuhan-coronavirus-outbreak-could-soon-be-declared-a-pandemic-heres-what-that-means-24804462,support
