dates,website,
3 15 2020,https://www.poynter.org/?ifcn_misinformation=a-meme-shared-on-facebook-and-twitter-claims-to-show-an-image-of-fully-stocked-shelves-of-toilet-paper-purportedly-during-the-2009-h1n1-outbreak-above-another-of-barren-shelves-during-the-ongoing-co,deny
3 27 2020,https://www.boomlive.in/world/coronavirus/image-from-current-year-purported-to-be-from-2009-swine-flu-outbreak-7400,deny
3 27 2020,https://m.dailyhunt.in/news/nepal/english/boom+factcheck-epaper-boomfe/recent+image+shared+as+being+from+2009+s+swine+flu+outbreak-newsid-174413666,deny
3 27 2020,https://m.dailyhunt.in/news/africa/english/boom+factcheck-epaper-boomfe/recent+image+shared+as+being+from+2009+s+swine+flu+outbreak-newsid-174413666,deny
3 28 2020,https://m.dailyhunt.in/news/india/english/boom+factcheck-epaper-boomfe/image+from+current+year+purported+to+be+from+2009+swine+flu+outbreak-newsid-174455732,deny
3 27 2020,https://m.dailyhunt.in/news/india/english/boom+factcheck-epaper-boomfe/recent+image+shared+as+being+from+2009+s+swine+flu+outbreak-newsid-174413666,deny
3 27 2020,https://ne-np.facebook.com/AFPFactCheck/posts/a-popular-meme-claims-to-show-an-image-of-fully-stocked-supermarket-shelves-duri/1884104545067342/,deny
3 27 2020,https://www.facebook.com/permalink.php?id=234722873389359&story_fbid=1272548786273424,deny
3 27 2020,https://www.facebook.com/permalink.php?id=255071811267221&story_fbid=2838394609601582,deny
3 27 2020,https://m.facebook.com/AFPFactCheck/posts/1812763502201447,deny
3 15 2020,http://www.ucnews.in/samsung/1151850117184389.html,deny
3 15 2020,http://www.ucnews.in/samsung/3953032759053117.html,deny
