dates,website,
1 31 2020,https://metro.co.uk/2020/01/31/british-dad-trapped-wuhan-newborn-couldnt-get-airport-time-12161489/,support
2 1 2020,https://news.nestia.com/detail_share/3392783?media_type=1,support
1 30 2020,http://www.kehindepopoola.com/he-says-a-car-arranged-by-the-government-arrived-too-late-to-get-them-to-the-airport/,support
1 31 2020,https://rnews.co.uk/british-dad-trapped-in-wuhan-with-new-child-as-he-couldnt-get-to-airport-in-time/,support
1 31 2020,https://rnews.co.uk/british-dad-trapped-in-wuhan-with-new-child-as-he-couldnt-get-to-airport-in-time-2/,support
1 31 2020,https://syfeed.com/en-md/news-details/british-dad-trapped-in-wuhan-with-newborn-as-he-couldnt-get-to-airport-in-time_27637707.html,support
1 31 2020,https://twnews.co.uk/gb-news/british-dad-trapped-in-wuhan-with-newborn-as-he-couldn-t-get-to-airport-in-time,support
2 1 2020,https://headtopics.com/uk/british-dad-trapped-in-wuhan-with-newborn-as-he-couldn-t-get-to-airport-in-time-11027910,support
1 31 2020,https://simplenews.co.uk/uk/british-dad-trapped-in-wuhan-with-newborn-as-he-couldnt-get-to-airport-in-time/,support
1 31 2020,https://syfeed.com/en/news-details/british-dad-trapped-in-wuhan-with-newborn-as-he-couldnt-get-to-airport-in-time_27637707.html,support
1 31 2020,https://www.newslocker.com/en-uk/news/uk_news/british-dad-trapped-in-wuhan-with-newborn-as-he-couldnt-get-to-airport-in-time/,support
1 31 2020,https://www.xlletters.com.au/?big=2020/01/31/british-dad-trapped-wuhan-newborn-couldnt-get-airport-time-12161489/,support
1 31 2020,https://uk.anygator.com/article/british-dad-trapped-in-wuhan-with-newborn-as-he-couldn%E2%80%99t-get-to-airport-in-time__11361514,support
