dates,website,
3 27 2020,https://www.cnn.com/2020/03/26/politics/house-members-traveling-back-to-washington/index.html,support
3 26 2020,https://www.cnn.com/2020/03/26/politics/stimulus-coronavirus-pelosi-house-vote/index.html,support
3 26 2020,https://ktla.com/news/politics/house-members-scramble-to-return-to-washington-d-c-for-vote-on-covid-19-stimulus-bill/,support
3 26 2020,https://www.wdrb.com/news/many-house-members-coming-back-to-washington-in-anticipation-of-vote-on-coronavirus-stimulus/article_42180de8-6fd6-11ea-9b50-abdf76b42b74.html,support
3 26 2020,https://www.wdrb.com/news/many-house-members-coming-back-to-washington-in-anticipation-of/article_42180de8-6fd6-11ea-9b50-abdf76b42b74.html,support
3 27 2020,https://kslnewsradio.com/1922071/house-set-to-vote-on-2-trillion-stimulus-package-despite-objections-from-gop-lawmaker/?,support
3 27 2020,https://nbcpalmsprings.com/2020/03/27/house-passes-historic-2-trillion-coronavirus-stimulus-bill/,support
3 27 2020,https://www.nbcnews.com/politics/congress/house-members-race-back-washington-amid-fears-2-trillion-bill-n1170051,support
3 27 2020,https://www.nytimes.com/2020/03/27/us/politics/thomas-massie-coronavirus.html,support
3 27 2020,https://www.theguardian.com/us-news/2020/mar/27/washington-coronavirus-stimulus-bill-vote,support
