dates,website,
3 25 2020,https://www.politifact.com/factchecks/2020/mar/25/viral-image/no-military-doesnt-have-covid-19-quarantine-team-h/,support
3 25 2020,https://www.politifact.com/factchecks/2020/mar/25/viral-image/no-military-doesnt-have-covid-19-quarantine-team-h/?fbclid=IwAR00caq4qaqEZ3Gr9u2dhtyiUulEl2VsvvuF-pdJjbK3tv288r23NCs8lxA,support
3 16 2020,https://www.politifact.com/factchecks/list/?category=military,support
3 16 2020,https://www.politifact.com/factchecks/list/?category=military&ruling=false,support
3 16 2020,https://www.politifact.com/factchecks/list/?page=1&speaker=viral-image,support
3 16 2020,https://www.politifact.com/factchecks/list/?speaker=viral-image,support
3 16 2020,https://www.politifact.com/factchecks/list/?category=&ruling=false&speaker=viral-image,support
3 16 2020,https://www.politifact.com/factchecks/list/?page=2&category=coronavirus,support
3 16 2020,https://www.poynter.org/?ifcn_misinformation=says-a-military-humvee-labeled-covid-19-quarantine-team-was-on-interstate-696-in-michigan,deny
3 16 2020,https://www.politifact.com/factchecks/list/?page=1&category=coronavirus,support
