dates,website,
3 15 2020,https://www.poynter.org/?ifcn_misinformation=george-soros-owns-the-wuxi-pharma-lab-located-in-wuhan-china-where-covid-19-was-developed-and-conveniently-broke-out,deny
3 19 2020,https://www.politifact.com/article/2020/mar/19/donald-trump-calls-coronavirus-chinese-virus-healt/?fbclid=IwAR1cyOgvm2SbEtuFos977-ZRtdiJZobQPR5NnSCqWcOI24wPcp4nuaGUJLU,deny
3 20 2020,https://mediabiasfactcheck.com/2020/03/20/the-latest-fact-checks-from-the-international-fact-checking-network-ifcn-03-20-2020/,deny
3 17 2020,https://www.politifact.com/factchecks/2020/mar/17/donald-trump/donald-trump-falsely-says-who-coronavirus-test-was/?fbclid=IwAR2z1fEuU5vNxpvgqOYl0ynWi8CVmGpq8ChUVRsp6NSwKdMRxXa2VZfqT0I,deny
3 16 2020,https://www.politifact.com/factchecks/2020/mar/16/joe-biden/biden-falsely-says-trump-administration-rejected-w/?fbclid=IwAR2MhP3WoFkjFyYR1nHW4is5lbk1N1KvrSigPKuSM58_7l0ymQ6p_Q-cBig,deny
11 16 2015,https://www.politifact.com/article/2015/nov/16/checking-claims-democratic-debate/,deny
2 6 2020,https://www.politifact.com/factchecks/2020/feb/06/brandon-morse/no-evidence-pelosi-planned-tear-trumps-state-union/?fbclid=IwAR0vSgUvScGLLy-8i7Ii5qdSTQ85XTiy-JshaKVPvOuQMCEsfxskYfxnsWs,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/12/bernie-sanders/sanders-misleading-social-security-attack-biden/?utm_source=share&utm_medium=ios_app&utm_name=iossmf,deny
3 29 2020,https://medium.com/datadriveninvestor/impact-of-covid-19-on-stock-market-d9862059a207,deny
3 16 2020,https://m.facebook.com/groups/1486403968353053?bac=MTU4NDYzNTE4MzoyNjM2MzE2OTUzMzYxNzQzOjI2MzYzMTY5NTMzNjE3NDMsMCwyOjIwOkt3PT0%3D&multi_permalinks,support
3 22 2020,https://m.facebook.com/permalink.php?id=241912779567042&story_fbid=863499007408413,deny
