dates,website,
3 12 2020,https://www.poynter.org/?ifcn_misinformation=jair-bolsonaro-tested-positive-for-covid-19,deny
3 12 2020,https://m.facebook.com/deutschewellenews/photos/a.374271304439/10157504931574440/?type=3&source=57&__tn__=EH-R,deny
3 13 2020,https://news784.com/coronavirus/brazils-president-jair-bolsonaro-tested-positive-for-coronavirus/,deny
3 13 2020,https://es-la.facebook.com/miamiherald/posts/10158157466892300,deny
3 13 2020,https://www.teletrader.com/bolsonaros-son-says-his-fathers-tests-not-complete/news/details/51520851,deny
3 13 2020,https://www.facebook.com/deutschewellenews/posts/%F0%9D%97%96%F0%9D%97%BC%F0%9D%97%BF%F0%9D%97%BC%F0%9D%97%BB%F0%9D%97%AE%F0%9D%98%83%F0%9D%97%B6%F0%9D%97%BF%F0%9D%98%82%F0%9D%98%80-%F0%9D%97%B9%F0%9D%97%AE%F0%9D%98%81%F0%9D%97%B2%F0%9D%98%80%F0%9D%98%81-brazilian-president-jair-bolsonaro-tested-positive-for-covid-/10157504943759440/,deny
3 13 2020,https://www.facebook.com/deutschewellenews/photos/a.374271304439/10157504931574440/?type=3,deny
3 12 2020,https://www.msn.com/en-in/news/world/coronavirus-brazil-official-who-met-with-trump-at-mar-a-lago-tests-positive-reports-say/ar-BB116cPM,deny
3 13 2020,https://finance.yahoo.com/news/justin-trudeau-quarantined-wife-sophie-140016987.html,deny
3 13 2020,https://www.time24.news/i/2020/03/at-fox-eduardo-bolsonaro-gets-involved-to-talk-about-his-fathers-coronavirus-test.html,deny
3 13 2020,https://www.ksl.com/article/46729727,deny
3 13 2020,https://www.yahoo.com/lifestyle/justin-trudeau-quarantined-wife-sophie-140016987.html,deny
3 13 2020,https://nsemgh.com/brazils-president-jair-bolsonaro-is-covid-19-positive/,deny
3 13 2020,https://trenden.nice2have.jp/fabio-wajngarten-twitter-trend-summary/,deny
3 13 2020,https://twitter.com/americanewsroom/status/1238491508887769095,deny
3 13 2020,https://twitter.com/bolsonarosp/status/1238638461407690752,deny
3 13 2020,https://twitter.com/ggreenwald/status/1238503561148989443,deny
3 13 2020,https://news.stknews.com/news?key=&n=2836012,deny
3 13 2020,https://twitter.com/lucyjord/status/1238550426493976576,deny
