dates,website,
1 24 2020,https://www.euronews.com/2020/01/24/coronavirus-this-outbreak-is-occurring-in-the-worst-possible-time-for-wuhan-and-for-europe,support
1 24 2020,https://www.euronews.com/video/2020/01/24/coronavirus-this-outbreak-is-occurring-in-the-worst-possible-time-for-wuhan-and-for-europe,support
1 24 2020,https://www.euronews.com/2020/01/21/coronavirus-is-the-eu-prepared-for-an-outbreak,support
4 16 2020,https://www.euronews.com/2020/04/16/need-to-drastically-improve-animal-welfare-standards-globally-avoid-another-pandemic-view,support
1 24 2020,https://www.youtube.com/watch?v=W1O2qYrjt7U,support
1 26 2020,https://world.rss24.news/coronavirus-this-outbreak-is-occurring-in-the-worst-possible-time-for-wuhan-and-for-europe/,support
1 26 2020,https://thelondonpost.co.uk/2020/01/26/coronavirus-this-outbreak-is-occurring-in-the-worst-possible-time-for-wuhan-and-for-europe/,support
1 27 2020,https://www.youtube.com/watch?v=xoQzHlp_S4o&list=PLSyY1udCyYqADf1aUCqxTV80NwqlngPKw&index=2&t=0s,support
1 24 2020,https://www.youtube.com/watch?v=9uS_CZXUvl0,support
1 23 2020,https://maagnit.com/l/coronavirus-this-outbreak-is-occurring-in-the-worst-possible-time-for-wuhan-and-,support
1 24 2020,https://www.nedinfo.nl/msm/coronavirus-this-outbreak-is-occurring-in-the-worst-possible-time-for-wuhan-and-for-europe,support
1 23 2020,https://www.youtube.com/watch?v=z8ATR0IQBGw,support
1 26 2020,https://thelondonpost.co.uk/2020/01/26/coronavirus-latest-china-on-alert-as-deadly-virus-spreads/,support
1 31 2020,https://vaalweekblad.com/afp/911622/video-china-to-bring-overseas-wuhan-citizens-back-to-virus-hit-city/,support
1 26 2020,https://thelondonpost.co.uk/2020/01/26/what-is-coronavirus-and-how-is-it-transmitted/,support
4 12 2020,https://www.youtube.com/playlist?list=PLSyY1udCyYqADf1aUCqxTV80NwqlngPKw,support
1 24 2020,https://news.ava360.com/coronavirus-this-outbreak-is-occurring-in-the-worst-possible-time-for-wuhan-and-for-europe_d3b309cc8.html,support
