dates,website,
3 17 2020,https://www.poynter.org/?ifcn_misinformation=traditional-cures-and-self-checks-for-coronavirus,deny
3 17 2020,https://srilanka.factcrescendo.com/english/fact-check-misleading-claims-about-traditional-cures-and-self-checks-for-coronavirus/,deny
3 20 2020,https://srilanka.factcrescendo.com/english/category/coronavirus/page/2/,deny
3 17 2020,https://srilanka.factcrescendo.com/english/category/health/,deny
3 16 2020,https://srilanka.factcrescendo.com/english/fact-check-hot-weather-garlic-and-hot-water-are-not-remedies-against-covid19/,deny
3 17 2020,https://m.facebook.com/pages/category/Personal-Blog/ashen1991/posts/?locale2=ne_NP,deny
3 17 2020,https://m.facebook.com/story.php?story_fbid=116835183263788&id=107905690823404&__tn__=-R,deny
3 17 2020,https://m.facebook.com/ashen1991/posts/116158109998162,deny
3 17 2020,https://ne-np.facebook.com/factchecknet/community/,deny
3 17 2020,https://ne-np.facebook.com/ashen1991/posts/plz-read-and-sharehttpssrilankafactcrescendocomenglishfact-check-misleading-clai/117108016569838/,deny
3 23 2020,https://www.onenewspage.co.uk/n/Sports/1zlqy74tl9/Misleading-photo-claims-corona-vaccine-is-ready.htm,deny
3 17 2020,https://zh-cn.facebook.com/ashen1991/posts/?ref=page_internal,deny
,,
