dates,website,stance
3 26 2020,https://www.foxnews.com/entertainment/golden-globes-amends-eligibility-rules-coronavirus,support
None,https://www.foxnews.com/category/entertainment/events/golden-globes,support
3 27 2020,https://flipboard.com/@FoxNews/golden-globes-amends-eligibility-rules-due-to-coronavirus/a-lBVb2zOhTo-67LTTqCp-_w%3Aa%3A47769551-8e95a1c247%2Ffoxnews.com,support
3 26 2020,https://foxbangor.com/national-news/golden-globes-amends-eligibility-rules-due-to-coronavirus/,support
3 26 2020,https://thebulletinbox.com/news/discussion/290505,support
3 27 2020,https://amp.flipboard.com/@RGVUnscripted/golden-globes-amends-eligibility-rules-due-to-coronavirus/a-tJlEGE-ARWmNMXxHLLjC9A%3Aa%3A3312485972-8e95a1c247%2Ffoxnews.com,support
3 26 2020,https://www.kabootar.biz/news/golden-globes-amends-eligibility-rules-due-to-coronavirus?uid=19100,support
3 26 2020,https://24world.news/news/golden-globes-amends-eligibility-rules-due-to-coronavirus?uid=61667,support
None,https://www.easybranches.com/entertainment/tv-web/6090396,support
3 26 2020,https://world-b.news/golden-globes-amends-eligibility-rules-due-to-coronavirus/,support
3 26 2020,https://zenith.news/golden-globes-amends-eligibility-rules-due-to-coronavirus/,support
3 26 2020,https://breakingnewssubmit.com/golden-globes-amends-eligibility-rules-due-to-coronavirus/,support
3 26 2020,https://www.mnnofa.com/2020/03/26/golden-globes-amends-eligibility-rules-due-to-coronavirus/,support
None,https://politics.squibs.org/squib/8063325-golden-globes-amends-eligibility-rules-due-to-coronavirus,support
