dates,website,
3 14 2020,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-shared-tens-of-thousands-of-times-purportedly-shows-a-rail-freight-tanker-with-covid-19-stamped-on-one-side,deny
3 27 2020,https://www.boomlive.in/world/coronavirus/false-rail-tanker-stamped-with-covid-19-7397,deny
3 26 2020,https://factcheck.afp.com/photo-covid-19-rail-tanker-not-genuine-0,deny
3 25 2020,https://factcheck.afp.com/afp-france,deny
3 19 2020,https://www.newsbreak.com/n/0Og5mlRE?s=covid_rumors,deny
3 27 2020,https://zh-cn.facebook.com/RailwayParts/posts/httpsfactcheckafpcomphoto-covid-19-rail-tanker-not-genuine-0/2611850689060963/,deny
3 27 2020,https://m.dailyhunt.in/news/nepal/english/boom+factcheck-epaper-boomfe/false+rail+tanker+stamped+with+covid+19-newsid-174357796,deny
3 27 2020,https://m.dailyhunt.in/news/bangladesh/english/boom+factcheck-epaper-boomfe/false+rail+tanker+stamped+with+covid+19-newsid-174357796,deny
3 27 2020,https://m.dailyhunt.in/news/africa/english/boom+factcheck-epaper-boomfe/false+rail+tanker+stamped+with+covid+19-newsid-174357796,deny
3 25 2020,https://factcheck.afp.com/?page=24&rel=outbound,deny
3 27 2020,https://www.facebook.com/permalink.php?id=234722873389359&story_fbid=1272486206279682,deny
3 27 2020,https://m.facebook.com/RailwayParts/posts/2611850689060963,deny
3 19 2020,https://www.newsbreak.com/news/0Og5mlRE/photo-of-covid-19-rail-tanker-is-not-genuine,deny
3 25 2020,https://trading.co.uk/story/5d51e4a4-2d56-48b7-827b-1da98338bd2a/,deny
