dates,website,
3 25 2020,https://www.facebook.com/CNNReplay/videos/don-lemon-there-is-no-evidence-america-will-be-business-as-usual-by-easter/977534802704355/,support
3 25 2020,https://www.facebook.com/permalink.php?id=2135760943412438&story_fbid=2648494082139119,support
3 24 2020,https://www.nytimes.com/2020/03/24/us/politics/trump-coronavirus-easter.html,support
4 14 2020,https://www.nytimes.com/2020/04/14/us/coronavirus-updates.html,support
4 6 2020,https://www.nytimes.com/2020/04/06/world/coronavirus-live-news-updates.html,support
3 29 2020,https://www.nytimes.com/2020/03/29/us/politics/trump-coronavirus-guidelines.html,support
4 5 2020,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-19/,support
3 28 2020,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-13/,support
4 8 2020,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-22/,support
5 14 2020,https://www.dailymail.co.uk/news/donald_trump/index.html,support
3 17 2020,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-4/,support
3 30 2020,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-14/,support
4 9 2020,https://www.washingtonpost.com/world/2020/04/08/coronavirus-latest-news-2/,support
4 19 2020,https://www.washingtonpost.com/world/2020/04/19/coronavirus-latest-news/,support
3 24 2020,https://www.cnn.com/2020/03/24/politics/trump-easter-economy-coronavirus/index.html,support
4 7 2020,https://www.theatlantic.com/ideas/archive/2020/04/americans-are-paying-the-price-for-trumps-failures/609532/,support
4 19 2020,https://abcnews.go.com/Politics/week-transcript-19-20-house-speaker-nancy-pelosi/story?id=70229816,support
3 30 2020,https://www.nytimes.com/2020/03/30/world/coronavirus-live-news-updates.html,support
3 23 2020,https://www.washingtonpost.com/world/2020/03/23/coronavirus-latest-news/,support
3 17 2020,https://www.washingtonpost.com/world/2020/03/17/coronavirus-latest-news/,support
3 30 2020,https://www.cnn.com/2020/03/30/politics/trump-coronavirus-sunday-white-house/index.html,support
5 3 2020,https://www.cnn.com/2020/05/03/opinions/trump-big-switch-on-covid-19-column-galant/index.html,support
3 16 2020,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-3/,support
5 13 2020,https://whatthefuckjusthappenedtoday.com/all/,support
7 2 2017,https://www.latimes.com/politics/washington/la-na-essential-washington-updates-201706-htmlstory.html,support
3 11 2020,https://www.timesleader.com/news/775891/trump-to-address-nation-tonight-on-federal-virus-response,support
4 17 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-latest-news-social-care-homes-deaths-lockdown/,support
4 9 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-uk-deaths-boris-johnson-intensive-care-tests/,support
5 13 2020,https://www.houstoniamag.com/health-and-wellness/what-to-know-about-houston-coronavirus,support
4 12 2020,https://abcnews.go.com/Politics/week-transcript-12-20-dr-stephen-hahn-gov/story?id=70107785,support
4 19 2020,https://www.dailymail.co.uk/news/article-8233761/Traffic-light-lockdown-schools-weeks.html,support
4 4 2020,https://www.dailymail.co.uk/news/article-8186633/Sydney-beaches-packed-despite-warnings-stay-home-coronavirus-pandemic.html,support
4 9 2020,https://www.ft.com/content/55a136c0-05f1-39f4-b946-9e099dd05256,support
4 8 2020,https://www.rev.com/blog/transcripts/donald-trump-coronavirus-task-force-briefing-transcript-april-8,support
4 2 2020,https://www.washingtonpost.com/world/2020/04/02/coronavirus-latest-news/,support
4 11 2020,https://www.washingtonpost.com/world/2020/04/11/coronavirus-latest-news/,support
4 15 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-uk-news-deaths-cases-lockdown-latest-updates/,support
4 10 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-latest-boris-johnson-updates-uk-cases-deaths/,support
4 18 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-uk-latest-cases-deaths-lockdown-vaccine-update/,support
4 8 2020,https://www.c-span.org/video/?471047-1/president-trump-comments-senator-sanders-ending-presidential-campaign,support
3 24 2020,https://www.dailymail.co.uk/news/article-8146515/U-S-potential-coronavirus-epicenter-says-WHO.html,support
4 9 2020,https://www.theaustralian.com.au/nation/coronavirus-australia-live-updates-130bn-jobkeeper-package-passes-boris-johnsons-condition-improving/news-story/2535464c088d92d95ed1951585bc7ae1,support
3 21 2020,https://www.latimes.com/california/liveblog/coronavirus-live-updates,support
4 9 2020,https://www.dnronline.com/opinion/letters/government-is-failing-us/article_619bc10e-0c45-548c-bc5a-ef8b5afb2fdc.html,support
5 12 2020,https://tucson.com/news/local/updates-tucson-area-coronavirus-developments-may-4-heres-what-we-know/article_dc8e92ea-6561-11ea-9e87-17207f678ee6.html,support
5 12 2020,https://tucson.com/news/local/updates-tucson-area-coronavirus-developments-may-2-heres-what-we-know/article_dc8e92ea-6561-11ea-9e87-17207f678ee6.html,support
3 18 2020,https://www.ft.com/content/5919c6fb-1f5f-315d-8353-94f04afcf340,support
3 2 2020,https://anewscafe.com/2020/03/02/redding/open-conversation-for-march-2020/,support
5 14 2020,https://www.wbez.org/stories/coronavirus-in-illinois/b9d4bbde-4bde-48e1-810b-5cc7df506ca0,support
3 31 2017,https://www.latimes.com/politics/washington/la-na-essential-washington-updates-201703-htmlstory.html,support
5 10 2020,https://www.cbsnews.com/sunday-morning/show-notes/,support
4 12 2020,https://www.cbsnews.com/news/full-transcript-of-face-the-nation-on-april-12-2020/,support
3 4 2020,https://www.washingtonpost.com/world/2020/03/05/coronavirus-live-updates/,support
4 14 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-uk-news-lockdown-vaccine-boris-johnson-cases-death/,support
4 8 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-latest-uk-cases-covid-19-boris-johnson-updates/,support
3 29 2020,https://www.dailymail.co.uk/news/article-8165813/Trump-extends-coronavirus-lockdown-April-30-says-pandemic-peak-TWO-WEEKS.html,support
5 5 2020,https://www.dailymail.co.uk/news/article-8285639/Mitch-McConnell-calls-senators-nearly-deserted-Capitol-confirmation-votes.html,support
3 30 2020,https://abcnews.go.com/Politics/inside-trumps-pandemic-reelection-effort-digital-canvassing-virtual/story?id=69800843,support
4 6 2020,https://thehill.com/homenews/coronavirus-daily-update/491419-coronavirus-daily-update,support
10 2 2016,https://nymag.com/intelligencer/2016/10/8-years-in-obamas-america.html,support
4 1 2020,https://anewscafe.com/2020/04/01/redding/open-conversation-for-april-2020/,support
3 30 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-latest-uk-deaths-tests-nhs-covid-19/,support
3 29 2020,https://www.sfchronicle.com/bayarea/article/Coronavirus-in-the-Bay-Area-The-key-events-15100710.php,support
3 30 2020,https://www.theaustralian.com.au/nation/coronavirus-australia-live-updates-new-limits-on-gatherings-now-in-effect-us-death-toll-could-reach-200000/news-story/bbaba13855ac4679adca083a5872c80e,support
3 12 2020,https://www.theaustralian.com.au/world/coronavirus-who-declares-pandemic-declared-as-cases-rocket/news-story/c67fe1248977e4ce06040148e6c3dc46,support
4 5 2020,https://www.dw.com/en/coronavirus-latest-uk-pm-boris-johnson-hospitalized-with-covid-19-symptoms/a-53020490,support
4 7 2020,https://www.cnn.com/2020/04/07/world/coronavirus-newsletter-04-07-20-intl/index.html,support
3 9 2020,http://www.capradio.org/articles/2020/03/09/latest-updates-on-coronavirus-in-northern-california/,support
3 20 2020,https://www.dailymail.co.uk/news/article-8133769/Britons-left-confused-governments-list-key-workers.html,support
3 25 2020,https://www.ft.com/content/e67b4bcb-43e7-3beb-bbe6-9e9b97147a30,support
2 28 2020,https://www.azcentral.com/story/news/local/arizona-health/2020/02/28/coronavirus-arizona-updates-virus-travel-safety-more/4903384002/,support
3 12 2020,https://www.varsity.co.uk/news/18936,support
3 2 2020,https://www.adweek.com/brand-marketing/tracking-coronavirus-cancellations-and-travel-restrictions/,support
4 30 2017,https://www.latimes.com/politics/washington/la-na-essential-washington-updates-201704-htmlstory.html,support
3 17 2020,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-uk-us-travel-ban-deaths-cases-latest/,support
5 7 2018,https://billmoyers.com/story/trump-russia-timeline/,support
6 30 2019,https://theintercept.com/2019/06/30/superdelegates-2020-democratic-nominee/?comments=1,support
1 24 2020,https://www.csus.edu/indiv/d/dowdenb/4/Logical-Reasoning.pdf,support
3 16 2020,https://www.dailymail.co.uk/news/article-8118415/Donald-Trump-tells-America-lockdown-15-days-stop-coronavirus.html,support
5 6 2020,https://www.dailymail.co.uk/news/article-8289117/Does-banning-travellers-REALLY-curb-coronavirus.html,support
5 4 2020,https://www.dailymail.co.uk/news/article-8285535/Secluded-Chesapeake-Bay-island-keeps-eye-virus-afar.html,support
4 13 2020,https://www.dailymail.co.uk/news/article-8213499/Spain-allows-non-essential-workers-resume-jobs-coronavirus-ban.html,support
4 27 2020,https://www.dailymail.co.uk/news/article-8263241/Boris-Johnson-chaired-cabinet-meeting-return-work-social-distancing-pushed-limit.html,support
4 25 2020,https://www.dailymail.co.uk/news/article-8255903/Cyclist-confronted-CNNs-Chris-Cuomo-backyard-says-host-like-boiling-pot.html,support
5 4 2020,https://www.dailymail.co.uk/news/article-8285287/Peers-162-day-tax-free-taking-virtual-sittings.html,support
4 27 2020,https://www.dailymail.co.uk/news/article-8246897/Meghan-says-changes-wouldve-Kate-Middleton-bashed-press.html,support
1 27 2020,https://www.c-span.org/video/?468552-3/senate-impeachment-trial-day-7-defense-opening-arguments-raskin-philbin-bondi-herschmann,support
4 26 2020,https://www.dailymail.co.uk/news/article-8258845/Politicians-hiding-follow-science-mantra-warns-scientist.html,support
