dates,website,
1 31 2020,https://www.scmp.com/news/china/society/article/3048490/chinas-race-build-temporary-hospitals-fight-coronavirus-too,support
1 31 2020,https://www.msn.com/zh-hk/news/englishnews/chinas-race-to-build-temporary-hospitals-to-fight-coronavirus-too-little-too-late/ar-BBZxni6,support
1 31 2020,https://crofsblogs.typepad.com/h5n1/2020/01/chinas-race-to-build-temporary-hospitals-to-fight-coronavirus-too-little-too-late.html,support
2 1 2020,https://today.line.me/id/pc/article/China+s+race+to+build+temporary+hospitals+to+fight+coronavirus+too+little+too+late-gvKDWZ,support
2 1 2020,https://today.line.me/hk/pc/article/China%E2%80%99s+race+to+build+temporary+hospitals+to+fight+coronavirus+%E2%80%98too+little+too+late%E2%80%99-znWD7j,support
2 1 2020,https://today.line.me/hk/pc/article/China%E2%80%99s+race+to+build+temporary+hospitals+to+fight+coronavirus+%E2%80%98too+little+too+late%E2%80%99-znWD7j?read_meta=%7B%22label%22%3A%22articlepage_newest_article7%22%2C%22group%22%3A%22NA%22%7D,support
2 1 2020,https://today.line.me/hk/pc/article/China%E2%80%99s+race+to+build+temporary+hospitals+to+fight+coronavirus+%E2%80%98too+little+too+late%E2%80%99-znWD7j?read_meta=%7B%22label%22%3A%22articlepage_more_article4%22%2C%22group%22%3A%22NA%22%7D,support
2 1 2020,https://today.line.me/hk/pc/article/China%E2%80%99s+race+to+build+temporary+hospitals+to+fight+coronavirus+%E2%80%98too+little+too+late%E2%80%99-znWD7j?read_meta=%7B%22label%22%3A%22articlepage_more_article3%22%2C%22group%22%3A%22NA%22%7D,support
2 1 2020,https://today.line.me/hk/pc/article/China%E2%80%99s+race+to+build+temporary+hospitals+to+fight+coronavirus+%E2%80%98too+little+too+late%E2%80%99-znWD7j?read_meta=%7B%22label%22%3A%22articlepage_more_article1%22%2C%22group%22%3A%22NA%22%7D,support
2 1 2020,https://today.line.me/hk/pc/article/China%E2%80%99s+race+to+build+temporary+hospitals+to+fight+coronavirus+%E2%80%98too+little+too+late%E2%80%99-znWD7j?read_meta=%7B%22label%22%3A%22articlepage_more_article2%22%2C%22group%22%3A%22NA%22%7D,support
1 31 2020,https://sg.news.yahoo.com/china-race-build-temporary-hospitals-143240812.html,support
2 1 2020,https://today.line.me/id/pc/article/China+s+race+to+build+temporary+hospitals+to+fight+coronavirus+too+little+too+late-gvKDWZ?read_meta=%7B%22label%22%3A%22articlepage_newest_article9%22%2C%22group%22%3A%22NA%22%7D,support
2 1 2020,https://today.line.me/id/pc/article/China+s+race+to+build+temporary+hospitals+to+fight+coronavirus+too+little+too+late-gvKDWZ?read_meta=%7B%22label%22%3A%22articlepage_newest_article8%22%2C%22group%22%3A%22NA%22%7D,support
2 1 2020,https://today.line.me/id/pc/article/China+s+race+to+build+temporary+hospitals+to+fight+coronavirus+too+little+too+late-gvKDWZ?read_meta=%7B%22label%22%3A%22articlepage_newest_article3%22%2C%22group%22%3A%22NA%22%7D,support
2 1 2020,https://today.line.me/id/pc/article/China+s+race+to+build+temporary+hospitals+to+fight+coronavirus+too+little+too+late-gvKDWZ?read_meta=%7B%22label%22%3A%22articlepage_newest_article7%22%2C%22group%22%3A%22NA%22%7D,support
