dates,website,
2 3 2020,https://dweb.cjcu.edu.tw/containment/news/10162,comment
2 3 2020,https://dweb.cjcu.edu.tw/containment/news/10162?lang=en,comment
1 29 2020,https://www.kln.gov.my/web/chl_santiago/news-from-mission/-/blogs/8858217?_33_redirect=https%3A%2F%2Fwww.kln.gov.my%2Fweb%2Fchl_santiago%2Fnews-from-mission%3Fp_p_id%3D33%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_pos%3D1%26p_p_col_count%3D2%26_33_struts_action%3D%252Fblogs%252Fview,comment
1 29 2020,https://www.thestar.com.my/news/nation/2020/01/29/how-sars-impacted-tourism,comment
2 12 2020,https://www.postguam.com/island_life/the_scoop/teens-worried-about-novel-coronavirus-and-its-impacts/article_0be5270e-4c92-11ea-8268-cf41bdf99f18.html,comment
2 3 2020,https://www.2xlcorp.com/clean-insights-blog/everything-we-know-about-coronavirus-so-far/,comment
1 30 2020,https://travelupdate.com/conronavirus/,comment
1 29 2020,https://www.kjrh.com/news/local-news/oklahoma-state-department-of-health-speaks-about-coronavirus,comment
1 31 2020,https://www.kjrh.com/news/local-news/osdh-two-persons-in-okla-tested-negative-for-novel-coronavirus,comment
1 27 2020,https://www.kjrh.com/news/local-news/tulsa-health-dept-monitoring-coronavirus,comment
1 28 2020,https://dentalreach.today/dental-news/corona-virus-an-emerging-epidemic/,comment
2 5 2020,https://www.grocotts.co.za/2020/02/05/novel-coronavirus-what-you-need-to-know/,comment
1 24 2020,https://www.theshorthorn.com/news/coronavirus-declared-a-public-health-emergency-of-international-concern-5-confirmed-cases-in-us/article_622abcda-3f10-11ea-a63f-cf7020e352f8.html,comment
2 4 2020,https://agimexpharm.com/2019-novel-coronavirus-frequently-asked-questions-and-answers/?lang=en,comment
1 30 2020,https://laundryledger.com/the-coronavirus/,comment
3 18 2020,https://hospitalitylawyer.com/insurance-coverage-for-losses-and-claims-associated-with-the-coronavirus/,comment
2 10 2020,https://dailyguardian.com.ph/we-will-not-die-yet/,comment
2 9 2020,http://floridahc.net/coronavirus-should-we-panic/,comment
2 2 2020,https://upload.latest.facebook.com/northfieldpharmacymn/posts/734893030373239,comment
2 11 2020,https://ms-my.facebook.com/provlgovtsocot/videos/q-and-a-corona-virus/740958793097758/,comment
2 28 2020,https://hi-in.facebook.com/patientsfirstmed/posts/4113195072039266,comment
2 11 2020,https://www.facebook.com/provlgovtsocot/videos/q-and-a-corona-virus/740958793097758/,comment
2 11 2020,https://www.facebook.com/provlgovtsocot/videos/740958793097758/,comment
1 29 2020,https://www.wwlp.com/news/local-news/hampshire-county/coronavirus-causes-local-concern/,comment
2 6 2020,http://www.caution.com/wmd/corona_virus.html,comment
2 3 2020,https://teyit.link/lcTFfwh,comment
1 30 2020,http://virus-china.com/coronavirus-questions-answered/,comment
2 2 2020,http://www.lifemaghealth.com/things-you-need-to-know-about-the-coronavirus/,comment
1 30 2020,https://www.todayinkenya.com/2020/01/30/more-about-coronavirus-2019-ncov/,comment
2 5 2020,https://giuseppemartinengo.org/coronavirus-impacting-latter-day-saints-lds-missionary-service-in-hong-kong/,comment
4 18 2020,https://caronavirus.org/f/is-carnovirus-deadly-fact-you-must-know-about-caronavirus,comment
1 27 2020,https://firstresponse.ae/2019-novel-coronavirus/,comment
,,
