dates,website,
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR0I5BK7G7ltMwoyKmeUdh46IikcMsucYXnOzGyi0O6cDvbPBXtP3zJEkxs,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR18TBFogvak0GqtHvATwrLw2CMallNwMTNhodwWrR_f7faDLgSfkjiXUGQ,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR3U5nBUNCnNPjwXadgTFy3W6D23Yf9KV5jCziMNzmzu0kLeJeD_NxSXQWw,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR3SWR2bOFkI9Cp_ExtdLtGlrJ3UQ2ejvDsslnnijNu2xPuyjxzx5jA5C0I,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR1CY41oU9SmHurBsMIk-0YymAadLQxg6bU4KxaiJvELMjx_pBDieoWhZtk,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?utm_campaign=Below%20the%20Fold&utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-8b1sTWYwsrGdPZGtu-Z6_wKFrJWYpt0uT2jD8a12b83sYmil-mfWVK8JxyCyBXIs1nxJWP,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR1d1PpsN9xtYtuLEkTFAI6Bhl28acam9rL1GoURZ2kHZlE17kYkX5ho-B8,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR36PS87QjZprxevuGgR5tXE_8PrWxgeZl1FZP86ATW047DBjP2T5XgQXWY,deny
3 12 2020,https://www.poynter.org/?ifcn_misinformation=says-nancy-pelosi-was-caught-trying-to-include-abortion-funding-in-bill-to-combat-coronavirus,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR2zh7bhsFjmhqTu1k96j5FTR4E0LW3uNr5Ujx9cPXtB76sWomokbm5yHgI,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR2IhNaJqd6CJRQeBpDb7QzwWTH3d7bgd1f6oXr8HSQN0YxltFD0KXuqx3w,deny
3 12 2020,https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/?fbclid=IwAR1njYLet1lEIYhlhCtlDH_4Pu6EGAPTyUr8hAL_dW0lfbrj5GivwqgT-ic,deny
