dates,website
None,https://www.msn.com/en-us/health/voices/regional-national-supermarket-chains-install-dividers-at-cash-registers/vp-BB11HM7I
None,https://www.msn.com/en-us/lifestyle/award-style/regional-national-supermarket-chains-install-dividers-at-cash-registers/vp-BB11HM7I
None,https://video.foxnews.com/v/6144719078001
4 12 2020,https://www.washingtonpost.com/business/2020/04/12/grocery-worker-fear-death-coronavirus/
3 25 2020,https://www.wftv.com/news/trending/coronavirus-more-supermarkets-installing-plexiglass-dividers-checkout-stands/H62RRJS2OVFQHDOEG55SMIXL4U/
3 25 2020,https://www.fox23.com/news/trending/coronavirus-more-supermarkets-installing-plexiglass-dividers-checkout-stands/H62RRJS2OVFQHDOEG55SMIXL4U/
3 25 2020,https://www.whio.com/news/national/coronavirus-more-supermarkets-installing-plexiglass-dividers-checkout-stands/JGYhevZ5cRzKmOY4kXSJ3M/
3 24 2020,https://www.usatoday.com/story/money/2020/03/24/walmart-kroger-albertsons-coronavirus-response-sneeze-guards/2913538001/
3 25 2020,https://www.fox13memphis.com/news/trending/coronavirus-more-supermarkets-installing-plexiglass-dividers-checkout-stands/H62RRJS2OVFQHDOEG55SMIXL4U/
3 25 2020,https://www.actionnewsjax.com/news/trending/coronavirus-more-supermarkets-installing-plexiglass-dividers-checkout-stands/H62RRJS2OVFQHDOEG55SMIXL4U/
