dates,website,stance
2 3 2020,https://www.reuters.com/article/us-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idUSKBN1ZY0M8,support
2 3 2020,https://in.reuters.com/article/us-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idINKBN1ZY0M8,support
2 3 2020,https://in.reuters.com/article/china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idINKBN1ZY0N4,support
2 3 2020,https://in.reuters.com/article/us-china-health-vietnam-idINKBN1ZY0M8,support
2 3 2020,https://ru.reuters.com/article/idUSKBN1ZY0M8,support
2 3 2020,https://ru.reuters.com/article/idUKKBN1ZY0MC,support
2 3 2020,https://uk.reuters.com/article/us-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idUKKBN1ZY0M8,support
2 3 2020,https://uk.reuters.com/article/uk-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idUKKBN1ZY0MC?il=0,support
2 3 2020,https://uk.reuters.com/article/uk-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idUKKBN1ZY0MC,support
2 3 2020,https://ca.reuters.com/article/topNews/idCAKBN1ZY0M8,support
2 3 2020,https://sg.news.yahoo.com/vietnam-quarantine-950-people-returning-070303140.html,support
2 3 2020,https://br.reuters.com/article/idUSKBN1ZY0M8,support
2 3 2020,https://br.reuters.com/article/idUSL4N29R1DE,support
2 3 2020,https://news.yahoo.com/vietnam-quarantine-950-people-returning-070303140.html,support
2 3 2020,https://es.reuters.com/article/idUKL4N29R1DE,support
2 3 2020,https://ph.news.yahoo.com/vietnam-quarantine-950-people-returning-070303140.html,support
2 3 2020,https://jp.reuters.com/article/us-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idUSKBN1ZY0M8,support
2 3 2020,https://theworldnews.net/bd-news/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 3 2020,https://usa-newnews.com/new-news/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,https://www.straitstimes.com/asia/se-asia/coronavirus-vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://www.freemalaysiatoday.com/category/world/2020/02/04/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,https://www.reuters.com/news/picture/vietnam-to-quarantine-950-people-returni-idUSKBN1ZY0M8,support
2 4 2020,https://asyarfs.org/2020/02/04/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,http://blog.vietnam-aujourdhui.info/post/2020/02/04/Vietnam-to-quarantine-950-people-returning-from-China-at-military-camps,support
2 4 2020,https://www.mtv.com.lb/en/News/International/1017729/Vietnam-to-quarantine-950-people-returning-from-China-at-military-camps,support
2 4 2020,https://apa.az/en/asia-news/Vietnam-to-quarantine-950-people-returning-from-China-at-military-camps-311400,support
2 4 2020,https://www.mtv.com.lb/en/News/International/1017729/Vietnam_to_quarantine_950_people_returning_from_China_at_military_camps,support
2 4 2020,https://www.devdiscourse.com/article/international/860171-vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://www.reuters.com/news/picture/malaysia-confirms-first-citizen-infected-idUSKBN1ZY0O6,support
2 4 2020,https://alkhaleejtoday.co/international/35254/Vietnam-to-quarantine-950-people-returning-from-China-at-military-camps.html,support
2 4 2020,https://sg.news/coronavirus-vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,https://forum.lowyat.net/topic/4901041,support
2 4 2020,https://malaysia.yocahu.com/international/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,https://headtopics.com/my/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-11080295,support
2 4 2020,https://headtopics.com/my/two-military-camps,support
2 5 2020,https://dailyasianage.com/news/217332/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 5 2020,https://headtopics.com/my/950-returning-to-vietnam-to-be-quarantined-11094244,support
2 4 2020,https://www.usnews.com/news/world/articles/2020-02-04/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://de.reuters.com/article/us-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idUKKBN1ZY0M8,support
2 4 2020,https://de.reuters.com/article/us-china-health-vietnam/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-idUSKBN1ZY0M8,support
2 4 2020,https://www.todayonline.com/world/vietnam-quarantine-950-people-returning-china-military-camps,support
2 4 2020,https://www.malaymail.com/news/world/2020/02/04/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/1834359,support
2 4 2020,https://fr.reuters.com/article/idUSKBN1ZY0M8,support
2 4 2020,https://fr.reuters.com/article/healthcareSector/idUKL4N29R1DE,support
2 4 2020,https://www.todayonline.com/world/vietnam-quarantine-950-people-returning-china-military-camps-0,support
2 4 2020,https://news.trust.org/item/20200204061601-l25l9,support
2 4 2020,https://nationalpost.com/pmn/health-pmn/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://finance.yahoo.com/news/vietnam-quarantine-950-people-returning-065035318.html,support
2 4 2020,https://news.yahoo.com/vietnam-quarantine-950-people-returning-065035401.html,support
2 4 2020,http://cms.trust.org/item/20200204061601-l25l9,support
2 4 2020,https://au.finance.yahoo.com/news/vietnam-quarantine-950-people-returning-065035318.html,support
2 4 2020,https://tuoitrenews.vn/news/society/20200204/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/52856.html,support
2 4 2020,https://www.yahoo.com/news/vietnam-quarantine-950-people-returning-065035401.html,support
2 4 2020,https://vietnamtimes.org.vn/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-17724.html,support
2 4 2020,https://lfpress.com/pmn/health-pmn/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/wcm/f22f8677-8677-4ca2-9626-628ca28fdb32/,support
2 4 2020,https://bdnews24.com/world/2020/02/04/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://malaysia.news.yahoo.com/vietnam-quarantine-950-people-returning-070303140.html,support
2 4 2020,https://www.yahoo.com/news/vietnam-quarantine-950-people-returning-065035318.html,support
2 4 2020,https://m.bdnews24.com/en/detail/world/1720074,support
2 4 2020,https://www.mtv.com.lb/news/international/1017729/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://www.terkko.helsinki.fi/article/22244838_vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://www.newsday24.com/world/asia/coronavirus-vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,https://www.newsbreak.com/news/0O2cjsTh/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps,support
2 4 2020,https://e.nhipcaudautu.vn/news/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps-reuters-3332709/,support
2 4 2020,https://www.politicopathy.com/sq/2020/02/03/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,https://www.malaysiajournal.com/News/vietnam-to-quarantine-950-people-returning-from-china-at-military-camps/,support
2 4 2020,https://noovell.com/similar/39508076/,comment
2 4 2020,https://noovell.com/similar/39508510/,comment
