dates,website,
5 5 2020,https://www.poynter.org/?ifcn_misinformation=nostradamus-predicted-covid-19-pandemic-idukki-dam-collapse-in-july-2020-and-other-events-in-his-book-les-propheties,deny
3 16 2020,https://www.poynter.org/?ifcn_misinformation=nostradamus-predicted-covid-19,deny
4 4 2020,https://www.express.co.uk/news/weird/1263684/Nostradamus-2020-predicted-COVID19,deny
3 27 2020,https://www.express.co.uk/news/weird/1261172/Nostradamus-2020-coronavirus-prediction-COVID19-prophecy,deny
3 26 2020,https://www.express.co.uk/news/weird/1258537/Nostradamus-2020-coronavirus-Nostradamus-predicted-COVID-19-prophecy,deny
3 22 2020,https://www.express.co.uk/news/weird/1257708/Coronavirus-Nostradamus-prediction-COVID19-plague-latest-coronavirus-news,deny
3 30 2020,https://www.express.co.uk/news/weird/1260681/Nostradamus-predictions-coronavirus-latest-news,deny
3 27 2020,https://www.express.co.uk/news/weird/1261236/Coronavirus-psychic-COVID19-coronavirus-biological-war-US-China,deny
3 30 2020,https://newsmeter.in/fact-check-did-nostradamus-predict-coronavirus-pandemic-500-years-ago/,deny
3 22 2020,https://www.patheos.com/blogs/laughingindisbelief/2020/03/nostradamus-predicted-covid-19-and-tom-brady-leaving-the-patriots/,deny
3 22 2020,https://www.newsbreak.com/news/0OVmR032/nostradamus-predicted-covid-19-and-tom-brady-leaving-the-patriots,deny
4 1 2020,https://news.nestia.com/detail/Nostradamus-2020%3A-People-think-Nostradamus-predicted-COVID-19---are-they-correct%3F/3839770,deny
3 30 2020,https://m.dailyhunt.in/news/india/english/news+meter+english-epaper-newsmeng/fact+check+did+nostradamus+predict+coronavirus+pandemic+500+years+ago-newsid-174948494,deny
4 28 2020,https://news.jill9.com/news/weird/1258537/Nostradamus-2020-coronavirus-Nostradamus-predicted-COVID-19-prophecy,deny
3 30 2020,https://m.dailyhunt.in/news/nepal/english/news+meter+english-epaper-newsmeng/fact+check+did+nostradamus+predict+coronavirus+pandemic+500+years+ago-newsid-174948494,deny
3 30 2020,https://m.dailyhunt.in/news/bangladesh/english/news+meter+english-epaper-newsmeng/fact+check+did+nostradamus+predict+coronavirus+pandemic+500+years+ago-newsid-174948494,deny
3 27 2020,https://news.nestia.com/detail/Nostradamus-predictions%3A-Did-Nostradamus-predict-coronavirus%3F/3806797,deny
3 27 2020,https://www.newsgroove.co.uk/nostradamus-2020-people-think-nostradamus-predicted-covid-19-are-they-correct/,deny
