dates,website,stance
2 11 2020,https://www.politifact.com/factchecks/2020/feb/11/facebook-posts/cocaine-not-shown-treat-novel-coronavirus/,deny
2 17 2020,https://www.politifact.com/factchecks/2020/feb/17/instagram-posts/marijuana-not-shown-treat-2019-novel-coronavirus/,deny
2 12 2020,https://www.statesman.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.yourglenrosetx.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.yourvalleyvoice.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.alicetx.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.brownwoodtx.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.edinburgreview.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.vanalstyneleader.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.yourstephenvilletx.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.runnelscountyregister.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.midlothianmirror.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.heralddemocrat.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.waxahachietx.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.recordstar.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.lubbockonline.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.amarillo.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.amtrib.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.prosperpressnews.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 12 2020,https://www.austin360.com/news/20200212/fact-checking-claims-about-coronavirus,deny
2 11 2020,https://cdc.altmetric.com/details/59830044/news,deny
2 12 2020,http://heralddemocrat_com.gm5-txedit.newscyclecloud.com/news/20200212/fact-checking-claims-about-coronavirus,deny
None,https://wuhanupdate.com/news/fact-checking-claims-about-the-coronavirus-84044428,deny
