dates,website,stance
3 13 2020,https://www.theatlantic.com/international/archive/2020/03/coronavirus-covid19-xenophobia-racism/607816/,deny
3 6 2020,https://time.com/5797836/coronavirus-racism-stereotypes-attacks/,deny
3 4 2020,https://www.npr.org/2020/03/02/811363404/when-xenophobia-spreads-like-a-virus,deny
3 7 2020,https://www.businessinsider.com/americans-see-increase-in-racism-and-xenophobia-as-coronavirus-spreads,deny
5 13 2020,https://en.wikipedia.org/wiki/List_of_incidents_of_xenophobia_and_racism_related_to_the_2019%E2%80%9320_coronavirus_pandemic,deny
4 9 2020,https://www.prweek.com/article/1679531/coronavirus-spreads-so-does-xenophobia-anti-asian-sentiment,deny
3 14 2020,https://www.vox.com/identities/2020/3/14/21179019/xenophophia-chinese-community-sunset-park,deny
4 10 2020,https://www.cnn.com/2020/04/10/us/sinophobic-racism-rise-coronavirus-research-trnd/index.html,deny
3 23 2020,https://www.timeshighereducation.com/news/coronavirus-sparks-rising-tide-ofxenophobia-worldwide,deny
2 16 2020,https://www.theguardian.com/world/2020/feb/16/we-must-halt-the-spread-of-xenophobia-surrounding-coronavirus,deny
