dates,website,stance
None,https://www.indiatoday.in/fact-check/story/coronavirus-home-remedies-hairdryer-hot-air-application-true-false-1656975-2020-03-18,deny
the evidence From,"https://www.who.int/docs/default-source/nepal-documents/novel-coronavirus/un-rumour-tracking-english-issue-2.pdf?sfvrsn=bd68b830_2#:~:text=From%20the%20evidence%20so%20far,mouth%2C%20and%20nose.",deny
3 22 2020,https://www.refinery29.com/en-us/2020/03/9582724/hair-dryer-kill-coronavirus-heat-cure,comment
3 24 2020,https://globalnews.ca/news/6725349/hair-dryer-coronavirus-cure/,deny
3 24 2020,https://www.clickorlando.com/news/2020/03/24/blowing-a-hair-dryer-up-your-nose-wont-kill-coranavirus-despite-what-a-florida-commissioner-said/,deny
None,https://www.snopes.com/fact-check/hair-dryer-coronavirus/,deny
3 22 2020,https://www.yahoo.com/lifestyle/no-blasting-hair-dryer-nose-204033201.html,comment
3 23 2020,https://www.nydailynews.com/coronavirus/ny-coronavirus-florida-politician-promotes-fake-cure-theory-20200323-iai3oo6mznd5tj33wdaopzlxsy-story.html,comment
3 22 2020,https://finance.yahoo.com/news/no-blasting-hair-dryer-nose-204033201.html,comment
3 21 2020,https://www.mankatofreepress.com/hair-dryer-virus-cure-dangerous-hot-air/article_aafa4b2e-6b61-11ea-9968-731a22d18265.html,comment
3 22 2020,https://news.yahoo.com/no-blasting-hair-dryer-nose-204033201.html,comment
