dates,website,
3 15 2020,https://www.poynter.org/?ifcn_misinformation=a-video-viewed-more-than-2-4-million-times-on-facebook-urges-people-to-inhale-steam-to-kill-the-novel-coronavirus,deny
3 15 2020,https://www.poynter.org/covid_fact_checkers/afp/page/20/,deny
3 31 2020,https://zimfact.org/no-inhaling-steam-will-not-treat-or-cure-novel-coronavirus-infection/,deny
4 15 2020,https://m.facebook.com/salesianlifechoices/posts/3146014822088928,deny
2 6 2020,https://m.facebook.com/AFPFactCheck/posts/1835129893298141,deny
3 29 2020,https://twitter.com/ChakatsvaMelody/status/1244346381004931072,deny
2 19 2020,https://factcheck.afp.com/busting-coronavirus-myths,deny
3 26 2020,https://teyit.link/KXkikAi,deny
3 29 2020,https://ne-np.facebook.com/AFPFactCheck/posts/will-inhaling-steam-help-kill-the-novel-coronavirusexperts-say-that-doing-so-wil/1884114801732983/,deny
4 17 2020,https://zh-cn.facebook.com/salesianlifechoices/photos/last-night-we-welcomed-the-salesian-life-choices-board-for-our-second-meeting-of/1547346385289121/,deny
4 16 2020,https://zh-cn.facebook.com/salesianlifechoices/photos/dont-let-failure-keep-you-off-of-your-journey-to-success/1827148590642231/,deny
4 1 2020,https://www.facebook.com/goaprism/posts/2733320713371154,deny
