dates,website,
2 4 2020,https://www.bangkokpost.com/world/1850339/disabled-chinese-boy-dies-while-father-in-virus-quarantine,support
2 4 2020,https://www.france24.com/en/20200204-disabled-chinese-boy-dies-while-father-in-virus-quarantine,support
2 4 2020,https://news.yahoo.com/disabled-chinese-boy-dies-while-father-virus-quarantine-053423573.html,support
2 4 2020,http://www.rfi.fr/en/wires/20200204-disabled-chinese-boy-dies-while-father-virus-quarantine,support
2 4 2020,https://gulfnews.com/world/asia/disabled-chinese-boy-dies-while-father-in-virus-quarantine-1.1580795306031,support
2 4 2020,https://m.gulf-times.com/story/655021/Disabled-Chinese-boy-dies-while-father-in-virus-quarantine,support
2 4 2020,https://m.gulf-times.com/story/655021/Disabled%20Chinese%20boy%20dies%20while%20father%20in%20virus%20quarantine,support
2 4 2020,https://sports.yahoo.com/disabled-chinese-boy-dies-while-father-virus-quarantine-053423573.html,support
2 4 2020,https://www.ctvnews.ca/world/disabled-chinese-boy-dies-while-father-in-virus-quarantine-1.4796205?cache=vpwzeytrnkqkdl%3FclipId%3D89926,support
2 4 2020,https://www.oudtshoorncourant.com/News/Article/International/disabled-chinese-boy-dies-while-father-in-virus-quarantine-202002040832,support
2 4 2020,https://www.ctvnews.ca/mobile/world/disabled-chinese-boy-dies-while-father-in-virus-quarantine-1.4796205?cache=?clipId=104062,support
2 4 2020,https://www.yahoo.com/news/disabled-chinese-boy-dies-while-father-virus-quarantine-053423573.html,support
2 4 2020,https://finance.yahoo.com/news/disabled-chinese-boy-dies-while-father-virus-quarantine-053423573.html,support
2 4 2020,https://sandtonchronicle.co.za/afp/912932/disabled-chinese-boy-dies-while-father-in-virus-quarantine,support
2 4 2020,https://desktop.gulf-times.com/story/655021/Disabled-Chinese-boy-dies-while-father-in-virus-qu,support
2 4 2020,https://www.mosselbayadvertiser.com/News/Article/International/disabled-chinese-boy-dies-while-father-in-virus-quarantine-202002040832,support
2 4 2020,https://kemptonexpress.co.za/afp/912932/disabled-chinese-boy-dies-while-father-in-virus-quarantine,support
2 4 2020,http://bereamail.co.za/afp/912932/disabled-chinese-boy-dies-while-father-in-virus-quarantine,support
2 4 2020,https://www.outlookindia.com/newsscroll/disabled-chinese-boy-dies-while-father-in-virus-quarantine/1725612,support
2 4 2020,http://fourwaysreview.co.za/afp/912932/disabled-chinese-boy-dies-while-father-in-virus-quarantine/,support
