dates,website,
1 23 2020,https://www.usatoday.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.courier-journal.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.dnj.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.lohud.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
2 2 2020,https://www.burlingtonfreepress.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
2 2 2020,https://flipboard.com/@USAToday/american-trapped-in-wuhan-despite-coronavirus-i-won-t-evacuate-without-my-wife/a-uX7B1N4YSZ2w92PvzNVkBg%3Aa%3A3199709-497ccd4a83%2Fusatoday.com,support
1 31 2020,https://www.naplesnews.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.tcpalm.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
2 2 2020,https://amp.flipboard.com/@USAToday/american-trapped-in-wuhan-despite-coronavirus-i-won-t-evacuate-without-my-wife/a-u_lKbNx1TLamJKnZdP3h2g%3Aa%3A349909234-497ccd4a83%2Fusatoday.com,support
1 31 2020,https://www.coloradoan.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
2 2 2020,https://amp.flipboard.com/@USAToday/american-trapped-in-wuhan-despite-coronavirus-i-won-t-evacuate-without-my-wife/a-F3lSis5-RSWMHzhsT2AALQ%3Aa%3A43591897-497ccd4a83%2Fusatoday.com,support
1 31 2020,https://www.ydr.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.democratandchronicle.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.indystar.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.postcrescent.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.azcentral.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.pressconnects.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.cincinnati.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.rgj.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.floridatoday.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.lansingstatejournal.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.knoxnews.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.tennessean.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.thecalifornian.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.sctimes.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.shreveporttimes.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
2 2 2020,https://flipboard.com/@USAToday/american-trapped-in-wuhan-despite-coronavirus-i-won-t-evacuate-without-my-wife/a-a_qf-YuoTlCFXRUQtkNJ7A%3Aa%3A3199709-497ccd4a83%2Fusatoday.com,support
1 31 2020,https://www.kitsapsun.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.courierpress.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
1 31 2020,https://www.ithacajournal.com/story/opinion/voices/2020/01/31/coronavirus-wuhan-americans-stuck-china-public-health-column/2855088001/,support
