dates,website,stance
3 11 2020,https://www.offtheball.com/sport/meath-gaa-club-confirms-player-tested-positive-coronavirus-980989,support
3 11 2020,https://www.balls.ie/gaa/simonstown-gaels-coronavirus-427758,support
3 11 2020,https://www.newstalk.com/sport/meath-gaa-club-confirms-player-tested-positive-coronavirus-980989,support
3 11 2020,https://www.breakingnews.ie/ireland/coronavirus-meath-gaa-club-player-tests-positive-for-virus-987213.html,support
None,https://www.joe.ie/fitness-health/meath-gaa-club-coronavirus-694619,support
3 11 2020,https://www.todayfm.com/sport/meath-gaa-club-confirms-player-tested-positive-coronavirus-980989,support
3 11 2020,https://www.98fm.com/sport/meath-gaa-club-confirms-player-tested-positive-coronavirus-980989,support
3 11 2020,https://www.irishmirror.ie/sport/gaa/meath-gaa-release-statement-simonstown-21676047,support
None,https://ne-np.facebook.com/GAAhoganstand/posts/the-club-informed-the-hse-and-the-county-board-of-this-development-and-is-seekin/2962438293777200/,comment
11 3 2020,https://kfmradio.com/news/11032020-1114/meath-gaa-club-says-one-member-has-tested-positive-covid-19,support
