dates,website,
1 31 2020,https://www.hhs.gov/about/leadership/secretary/speeches/2020-speeches/secretary-azar-delivers-remarks-on-declaration-of-public-health-emergency-2019-novel-coronavirus.html,support
1 31 2020,https://www.whitehouse.gov/briefings-statements/press-briefing-members-presidents-coronavirus-task-force/,support
2 1 2020,https://www.channelnewsasia.com/news/world/wuhan-coronavirus-us-declares-public-health-emergency-12376630,support
2 1 2020,https://hongkongfp.com/2020/02/01/us-declares-coronavirus-public-health-emergency-bans-travellers-china/,support
1 31 2020,https://www.healthcarefinancenews.com/node/139749,support
1 31 2020,https://www.c-span.org/video/?468862-1/white-house-declares-coronnavirus-presents-public-health-emergency-us,support
2 5 2020,https://sg.usembassy.gov/health-alert-u-s-embassy-singapore-2/,support
2 1 2020,https://www.business-standard.com/article/pti-stories/us-declares-virus-emergency-bans-travelers-from-china-120020100210_1.html,support
2 1 2020,https://zeenews.india.com/world/coronavirus-emergency-united-states-bans-travellers-from-china-2260516.html,support
2 1 2020,https://www.thestatesman.com/world/us-declares-deadly-coronavirus-health-emergency-bans-travellers-china-1502851806.html,support
2 3 2020,https://jp.usembassy.gov/health-travel-alert-coronavirus-outbreak/,support
4 3 2020,https://www.washingtonpost.com/investigations/2020/04/03/coronavirus-cdc-test-kits-public-health-labs/,support
2 4 2020,https://kr.usembassy.gov/020420-health-and-travel-alert-u-s-embassy-seoul-republic-of-korea/,support
2 10 2020,https://compliancy-group.com/coronavirus-news-coronavirus-declared-public-health-emergency/,support
2 1 2020,https://www.deccanchronicle.com/world/america/010220/us-declares-virus-emergency-bans-entry-of-travellers-from-china.html,support
1 30 2020,https://www.reuters.com/article/us-china-health-impact/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idUSKBN1ZT374,support
1 30 2020,https://www.reuters.com/article/us-china-health/u-s-tells-citizens-not-to-travel-to-china-as-virus-toll-tops-200-idUSKBN1ZT374?feedType=RSS&feedName=healthNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FhealthNews+%28Reuters+Health+News%29,support
2 1 2020,https://www.newindianexpress.com/world/2020/feb/01/us-declares-coronavirus-emergency-bans-travellers-from-china-2097590.html,support
1 30 2020,https://ca.reuters.com/article/idCAKBN1ZT374,support
2 5 2020,https://www.osac.gov/Content/Report/9b3d5fc3-d6c7-4403-8ad5-17e4e114a050,support
1 30 2020,https://in.reuters.com/article/china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idINKBN1ZU094,support
2 5 2020,https://www.osac.gov/Country/SouthKorea/Content/Detail/Report/9b3d5fc3-d6c7-4403-8ad5-17e4e114a050,support
2 1 2020,https://www.news18.com/news/world/us-declares-coronavirus-a-health-emergency-bans-travelers-from-china-2481897.html,support
1 31 2020,https://www.facebook.com/CBSBaltimore/videos/582010962650868/,support
1 31 2020,https://www.c-span.org/video/?468862-1/white-house-press-briefing-coronavirus-response&live,support
2 1 2020,https://www.outlookindia.com/newsscroll/us-declares-virus-emergency-bans-travelers-from-china/1723138,support
1 30 2020,https://cn.reuters.com/article/china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idINKBN1ZU094,support
1 30 2020,https://cn.reuters.com/article/uk-china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idUKKBN1ZT36W,support
1 30 2020,https://wkzo.com/news/articles/2020/jan/30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency/980239/,support
1 31 2020,https://de.reuters.com/article/us-china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idINKBN1ZT374,support
1 31 2020,https://de.reuters.com/article/us-china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idUSKBN1ZT374,support
1 31 2020,https://www.aurora-il.org/2143/Significant-Events,support
1 31 2020,https://www.physiciansweekly.com/u-s-ramps-up-anti-coronavirus/,support
1 31 2020,https://fr.reuters.com/article/asia/idUSKBN1ZT374,support
1 31 2020,https://de.reuters.com/article/us-china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idUKKBN1ZT374,support
2 1 2020,https://www.sbs.com.au/news/coronavirus-us-declares-emergency-and-bans-all-travellers-from-china,support
1 31 2020,https://ru.reuters.com/article/topNews/idUSKBN1ZT374,support
1 30 2020,https://cn.reuters.com/article/us-china-health/u-s-and-others-tighten-curbs-on-travel-to-china-as-virus-toll-hits-213-idUKKBN1ZT374,support
1 30 2020,https://cn.reuters.com/article/us-china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idINKBN1ZT374,support
2 4 2020,https://kmox.radio.com/articles/news/local-hospitals-gear-up-for-any-possible-coronavirus-cases,support
1 30 2020,https://af.reuters.com/article/idAFKBN1ZT36W,support
1 31 2020,https://www.c-span.org/video/?468862-1/white-house-declares-coronnavirus-presents-public-health-emergency-us&from=groupmessage&isappinstalled=0,support
2 1 2020,https://asia.nikkei.com/Spotlight/Coronavirus/US-denies-entry-of-foreigners-who-recently-visited-China,support
1 31 2020,https://sports.yahoo.com/u-declares-coronavirus-public-health-022856584.html,support
1 30 2020,https://cn.reuters.com/article/china-health-idCNL4N29Z6DC,support
1 30 2020,https://cn.reuters.com/article/china-health/wrapup-8-u-s-and-others-tighten-curbs-on-travel-to-china-as-virus-toll-hits-213-idINL4N29Z6DC,support
2 1 2020,https://www.deccanherald.com/international/us-declares-coronavirus-emergency-bans-travelers-from-china-800317.html,support
1 30 2020,https://ca.reuters.com/article/topNews/idINKBN1ZU094,support
1 31 2020,https://de.reuters.com/article/china-health/wrapup-10-do-not-travel-to-china-says-u-s-as-virus-deaths-reach-213-idUSL4N29Z6DC,support
1 31 2020,https://de.reuters.com/article/china-health/wrapup-14-u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idUKL4N29Z6DC,support
1 31 2020,https://www.compuserve.com/news/world/story/0002/20200131/KBN1ZT374_19,support
1 31 2020,https://www.c-span.org/video/?468862-1/white-house-declares-coronnavirus-presents-public-health-emergency-us&playEvent,support
1 30 2020,https://wtvbam.com/news/articles/2020/jan/30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency/980239/,support
1 31 2020,https://nationalpost.com/pmn/health-pmn/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads,support
1 31 2020,https://www.compuserve.com/news/story/0002/20200131/KBN1ZT374_18,support
1 30 2020,https://cn.reuters.com/article/china-health/wrapup-10-do-not-travel-to-china-says-u-s-as-virus-deaths-reach-213-idUSL4N29Z6DC,support
1 30 2020,https://www.usnews.com/news/world/articles/2020-01-30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency,support
1 31 2020,https://br.reuters.com/article/idUSKBN1ZT374,support
1 30 2020,https://af.reuters.com/article/companyNews/idUSL4N29Z6DC,support
1 30 2020,https://whtc.com/news/articles/2020/jan/30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency/980239/,support
2 1 2020,https://www.theweek.in/wire-updates/international/2020/02/01/fgn13-us-virus-ld%20emergency.html,support
1 30 2020,https://www.unionleader.com/wire/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads/article_a4e6c6bd-5973-5537-a937-b0efe4ecd519.html,support
1 31 2020,https://sports.yahoo.com/us-announces-14-day-quarantine-195-virus-evacuees-190004636.html,support
1 30 2020,https://uk.reuters.com/article/uk-china-health/u-s-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads-idUKKBN1ZT36W,support
1 31 2020,https://www.swissinfo.ch/eng/reuters/u-s--ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads/45529802,support
1 30 2020,https://wncy.com/news/articles/2020/jan/30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency/980239/?refer-section=national,support
2 1 2020,https://www.republicworld.com/world-news/us-news/us-declares-virus-emergency-bans-travelers-from-china.html,support
1 31 2020,https://es.reuters.com/article/china/idUKKBN1ZT36W,support
2 1 2020,https://www.ndtv.com/world-news/us-declares-health-emergency-bans-travelers-from-china-amid-wuhan-coronavirus-2172919,support
2 1 2020,https://english.alaraby.co.uk/english/news/2020/2/1/iraqs-basra-airport-to-reject-travellers-from-china,support
2 1 2020,https://www.britishherald.com/u-s-anti-coronavirus-measures-tightened-at-border-as-impact-spreads/,support
2 1 2020,https://www.gulftoday.ae/news/2020/02/01/us-declares-virus-emergency-bans-travelers-from-china,support
2 1 2020,https://news.mb.com.ph/2020/02/01/us-ramps-up-anti-coronavirus-measures-at-border-as-impact-spreads/,support
2 1 2020,https://britishherald.com/u-s-anti-coronavirus-measures-tightened-at-border-as-impact-spreads/,support
1 30 2020,https://www.todayonline.com/world/chinas-hubei-says-coronavirus-deaths-rise-204-province,support
1 31 2020,https://it.reuters.com/article/healthNews/idUKKBN1ZT374,support
2 1 2020,https://www.dtnext.in/News/World/2020/02/01095525/1212657/US-declares-virus-emergency-bans-travelers-from-China.vpf,support
1 30 2020,https://wtaq.com/news/articles/2020/jan/30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency/980239/,support
1 31 2020,https://www.c-span.org/video/?468862-1/white-house-declares-coronnavirus-presents-public-health-emergency-us&live,support
2 2 2020,https://news.yahoo.com/u-confirms-8th-case-coronavirus-224230958.html,support
2 1 2020,https://www.asianage.com/world/americas/010220/us-declares-virus-emergency-bans-entry-of-travelers-from-china.html,support
2 1 2020,https://smartinvestor.business-standard.com/market/ipoNews-623710-Coronavirus_US_declares_health_emergency_bans_travelers_from_China.htm,support
2 3 2020,https://patch.com/massachusetts/lexington/lexington-schools-statement-coronavirus,support
1 31 2020,https://www.c-span.org/video/?c4867065/user-clip-dr-fauci,support
1 31 2020,https://it.reuters.com/article/asia/idUSKBN1ZT374,support
1 30 2020,https://wincountry.com/news/articles/2020/jan/30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency/980239/,support
1 30 2020,https://in.news.yahoo.com/china-virus-death-toll-rises-230128198.html,support
1 31 2020,http://www.aparchive.com/metadata/youtube/aa8ee683cda7427d8a63089cb687d287,support
1 31 2020,https://www.c-span.org/video/?c4868026/user-clip-jan-31-fauci,support
1 30 2020,https://941theduke.com/news/articles/2020/jan/30/china-virus-death-toll-rises-to-at-least-212-as-who-declares-global-emergency/980239/,support
1 31 2020,https://it.reuters.com/article/china/idUKKBN1ZT36W,support
2 1 2020,https://news.mb.com.ph/2020/02/01/us-declares-virus-emergency-bans-travelers-from-china/,support
2 1 2020,https://www.miragenews.com/press-briefing-by-members-of-president-s-coronavirus-task-force/,support
2 1 2020,https://cambodianess.com/article/us-declares-virus-emergency-bans-travelers-from-china,support
1 30 2020,https://jp.reuters.com/article/us-china-health-hubei/chinas-hubei-says-coronavirus-deaths-rise-to-204-in-province-idUKKBN1ZT374,support
1 30 2020,https://jp.reuters.com/article/us-china-health-idUSKBN1ZT374,support
1 30 2020,https://finance.yahoo.com/news/wrapup-1-china-virus-death-232316349.html,support
1 30 2020,https://news.yahoo.com/u-tells-citizens-not-travel-023709059.html,support
