dates,website,
3 17 2020,https://www.poynter.org/?ifcn_misinformation=a-spanish-biological-researcher-saying-you-give-the-footballer-e1-million-euros-a-month-a-biological-researcher-e1800-per-month-and-you-are-now-looking-for-a-coronavirus-treatment-go-to-cristi,deny
3 31 2020,https://factcheck.afp.com/spanish-politician-misidentified-posts-saying-soccer-players-should-find-novel-coronavirus-cure,deny
4 6 2020,https://www.boomlive.in/world/coronavirus/did-a-biological-researcher-ask-ronaldo-messi-to-find-covid-19-cure-7553,deny
3 28 2020,https://www.newindianexpress.com/sport/football/2020/mar/28/silencing-critics-sports-stars-rise-off-field-to-contribute-to-the-fight-against-coronavirus-2122761.html,deny
3 20 2020,https://twitter.com/futbolbible/status/1241021941328351235,deny
3 21 2020,https://twitter.com/purelyfootball/status/1241362125932523521,deny
3 22 2020,https://twitter.com/football_taik/status/1241628657690398720,deny
3 22 2020,https://www.facebook.com/skysports101/photos/a-spanish-biological-researcher-you-give-the-footballer-1-million-euros-a-month-/3232296980124164/,deny
3 22 2020,https://www.facebook.com/TFRev/posts/a-spanish-biological-researcher-you-give-the-footballer-1-million-euros-a-month-/2918660834915432/,deny
3 22 2020,https://zh-cn.facebook.com/skysports101/photos/a-spanish-biological-researcher-you-give-the-footballer-1-million-euros-a-month-/3232296980124164/,deny
