dates,website,
2 1 2020,https://www.cnbc.com/2020/02/01/coronavirus-more-of-china-extend-shutdown-accounting-for-80percent-of-gdp.html,support
2 1 2020,https://www.hellenicshippingnews.com/more-than-half-of-china-extends-shutdown-over-virus/,support
2 1 2020,https://flipboard.com/topic/hebeiprovince/more-than-half-of-china-extends-shutdown-over-virus/f-5cddadc88f%2Fcnbc.com,support
2 1 2020,https://flipboard.com/topic/jiangxi/more-than-half-of-china-extends-shutdown-over-virus/f-5cddadc88f%2Fcnbc.com,support
2 1 2020,https://flipboard.com/@CNBC/more-than-half-of-china-extends-shutdown-over-virus/a-YB-XaY8oSL6VSPO__qY6lg%3Aa%3A2133612304-5cddadc88f%2Fcnbc.com,support
2 1 2020,https://internewscast.com/more-than-half-of-china-extends-shutdown-over-virus/,support
2 1 2020,https://www.intellasia.net/more-than-half-of-china-extends-shutdown-over-virus-760549,support
2 1 2020,https://mix.com/!WscBUlqd:more-than-half-of-china-extends-shutdown-over-virus,support
2 1 2020,https://amp.flipboard.com/@CNBC/more-than-half-of-china-extends-shutdown-over-virus/f-5cddadc88f%2Fcnbc.com,support
2 1 2020,https://flipboard.com/@CNBC/more-than-half-of-china-extends-shutdown-over-virus/f-5cddadc88f%2Fcnbc.com,support
2 1 2020,https://flipboard.com/@CNBC/more-than-half-of-china-extends-shutdown-over-virus/f-74ee56f3c8%2Fcnbc.com,support
2 1 2020,https://flipboard.com/@CNBC/more-than-half-of-china-extends-shutdown-over-virus/a-7PH-BOOiQKCeY07x-YM-BQ%3Aa%3A111359476-5cddadc88f%2Fcnbc.com,support
2 1 2020,http://www.ugg-slippers.com.co/2020/02/01/more-than-half-of-china-extends-shutdown-over-virus/,support
1 31 2020,https://www.scioncompliance.com/more-than-half-of-china-extends-shutdown-over-virus/,support
2 1 2020,https://accurateaccounting.co.za/2020/02/01/more-than-half-of-china-extends-shutdown-over-virus-cnbc/,support
