dates,website,stance
3 26 2020,https://video.foxnews.com/v/6144942045001,support
3 26 2020,https://news.yahoo.com/rep-dan-kildee-senate-bipartisan-151009454.html,support
3 26 2020,https://www.yahoo.com/news/rep-dan-kildee-senate-bipartisan-151009454.html,support
3 26 2020,https://www.facebook.com/FoxNewsVideo/videos/rep-dan-kildee-senates-bipartisan-covid-19-bill-will-support-families-through-cr/216352482942017/,support
3 26 2020,https://www.facebook.com/FoxNews/posts/this-really-is-making-sure-that-american-families-have-the-financial-tools-to-fo/10159191750456336/,support
3 27 2020,https://m.facebook.com/story.php?story_fbid=10159191750456336&id=15704546335&__tn__=-R,support
3 27 2020,https://ne-np.facebook.com/FoxNewsVideo/videos/rep-dan-kildee-senates-bipartisan-covid-19-bill-will-support-families-through-cr/216352482942017/,support
3 26 2020,http://video.imag.foxnews.com/v/6144942045001/?playlist_id=87937,support
3 26 2020,https://newsindia2world.wordpress.com/2020/03/26/rep-dan-kildee-senates-bipartisan-covid-19-bill-will-support-families-through-crisis/,support
3 26 2020,https://amp.newslocker.com/en-uk/news/world_news/rep-dan-kildee-senates-bipartisan-covid-19-bill-will-support-families-through-crisis/,support
3 26 2020,https://www.newslocker.com/en-uk/news/world_news/rep-dan-kildee-senates-bipartisan-covid-19-bill-will-support-families-through-crisis/,support
3 26 2020,https://sscartoons.wordpress.com/2020/03/26/fox-news-rep-dan-kildee-senates-bipartisan-covid-19-bill-will-support-families-through-crisis/,support
