dates,website,
2 4 2020,https://metro.co.uk/2020/02/04/woman-scared-off-rapist-coughing-saying-wuhan-12182119/,support
2 5 2020,https://m.dailyhunt.in/news/india/english/east+coast+daily+eng-epaper-eeastco/coronavirus+woman+scared+off+rapist+by+coughing+and+saying+she+was+from+wuhan-newsid-163632404,support
2 5 2020,https://www.eastcoastdaily.in/2020/02/05/coronavirus-woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan.html,support
2 5 2020,https://news.nestia.com/detail/Woman-scared-off-rapist-by-coughing-and-saying-she-was-from-Wuhan/3442522,support
2 5 2020,https://flipboard.com/topic/xiao/woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan/a-jMm6qckUR_q3V12N63kCPQ%3Aa%3A1952322242-2b3a54447b%2Fco.uk,support
2 5 2020,https://www.afrinewsreportblog.com/2020/02/woman-scared-off-rapist-by-coughing-and.html,support
2 5 2020,https://twnews.co.uk/gb-news/woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan,support
2 4 2020,https://tko.news/world/2020/02/04/woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan/,support
2 4 2020,https://xiaomi.dailyhunt.in/news/india/hindi/east+coast+daily+eng-epaper-eeastco/coronavirus+woman+scared+off+rapist+by+coughing+and+saying+she+was+from+wuhan-newsid-163632404?pgs=N&pgn=50&mode=wap&&nsk=international-updates-international,support
2 5 2020,https://chochilino.com/lifestyle/2020/02/05/medical-news/woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan/,support
2 5 2020,https://flipboard.com/@metrouk/world-news-i4ah70bkz/woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan/a-jMm6qckUR_q3V12N63kCPQ%3Aa%3A1952322242-2b3a54447b%2Fco.uk,support
2 4 2020,https://brightsidesnews.com/2020/02/04/woman-scared-off-rapist-coughing-saying-wuhan-12182119/,support
2 4 2020,https://chochilino.com/lifestyle/2020/02/04/medical-news/coronavirus-chinese-woman-fights-off-would-be-rapist-by-coughing-in-his-face-and-pretending-she-has-killer/,support
2 5 2020,https://headtopics.com/uk/woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan-11091656,support
2 5 2020,https://hotlifestylenews.com/world-news/woman-scared-off-rapist-by-coughing-and-saying-she-was-from-wuhan/,support
