dates,website,
1 21 2020,https://www.marketwatch.com/press-release/tc-pipelines-lp-announces-fourth-quarter-2019-cash-distribution-2020-01-21?mod=mw_quote_news,support
1 7 2020,https://www.marketwatch.com/press-release/heres-how-passenger-air-transportation-market-keep-key-segments-growth-rolling-2020-01-07?mod=mw_quote_news,support
1 31 2020,https://eresearch.fidelity.com/eresearch/markets_sectors/news/printStory.jhtml?storyid=202001311456MRKTWTCHNEWS_SVC000656&provider=MRKTWTCH&product=NEWS_SVC&category=fixedIncome,support
1 31 2020,https://eresearch.fidelity.com/eresearch/markets_sectors/news/story.jhtml?storyid=202001311456MRKTWTCHNEWS_SVC000656&provider=MRKTWTCH&product=NEWS_SVC&category=fixedIncome,support
2 2 2020,https://globalrubbermarkets.com/196129/hedge-against-stock-market-selloff-heres-whats-working-as-coronavirus-worries-rise-2.html,support
1 31 2020,https://globalrubbermarkets.com/195934/hedge-against-stock-market-selloff-heres-whats-working-as-coronavirus-worries-rise.html,support
1 31 2020,https://wuhanupdate.com/easter/coronavirus-update-195-repatriated-us-citizens-in-federal-quarantine-213-people-have-died-and-countries-recommend-against-travel-64424062,support
1 29 2020,https://www.marketwatch.com/investing/stock/DSRLF/secfilings?subview=13G,support
1 27 2020,https://www.marketwatch.com/investing/stock/bmblf/secfilings?subview=10k,support
1 31 2020,https://www.coronaviral.org/easter/coronavirus-update-195-repatriated-us-citizens-in-federal-quarantine-213-people-have-died-and-countries-recommend-against-travel-60008222,support
1 16 2020,https://www.marketwatch.com/investing/stock/almc/secfilings?subview=secarticle&guid=6020364&type=311,support
1 27 2020,https://www.marketwatch.com/investing/stock/smtuf/financials,support
4 17 2020,https://ru.wallmine.com/nasdaq/lumo,support
