dates,website,
3 13 2020,https://www.businessinsider.com/fox-news-hosts-urge-viewers-fly-despite-health-officials-warnings-2020-3,deny
3 13 2020,https://sports.yahoo.com/fox-friends-ainsley-earhardt-claims-142237494.html,deny
3 13 2020,https://www.businessinsider.sg/fox-news-hosts-urge-viewers-fly-despite-health-officials-warnings-2020-3,deny
3 13 2020,https://www.thedailybeast.com/fox-news-hosts-encourage-viewers-to-fly-as-network-brass-bans-non-essential-travel,deny
3 13 2020,https://theweek.com/speedreads/902019/fox--friends-ainsley-earhardt-claims-now-safest-time-fly-despite-coronavirus-pandemic,deny
3 13 2020,https://www.businessinsider.in/politics/news/fox-news-hosts-urge-viewers-to-fly-claiming-the-safest-time-to-do-is-during-a-pandemic-despite-health-officials-warnings/articleshow/74618991.cms,deny
3 13 2020,https://news.yahoo.com/fox-friends-ainsley-earhardt-claims-142237494.html,deny
3 13 2020,https://www.mediamatters.org/coronavirus-covid-19/during-coronavirus-pandemic-ainsley-earhardt-says-its-actually-safest-time-fly,deny
3 18 2020,https://www.marketwatch.com/story/fox-news-hosts-sean-hannity-and-laura-ingraham-have-changed-their-coronavirus-tune-in-a-big-way-2020-03-18,deny
3 13 2020,https://twitter.com/revrrlewis/status/1238411195968892931,deny
3 13 2020,https://www.vox.com/2020/3/13/21178188/fox-news-coronavirus-sean-hannity-trump-response,deny
3 13 2020,https://www.yahoo.com/news/fox-friends-ainsley-earhardt-claims-142237494.html,deny
3 13 2020,https://www.primetimer.com/item/Fox-News-hosts-are-encouraging-viewers-to-travel-despite-Fox-News-own-non-essential-travel-ban-qdSdBN,deny
3 13 2020,https://finance.yahoo.com/news/fox-friends-ainsley-earhardt-claims-142237494.html,deny
3 13 2020,https://www.businessinsider.nl/fox-news-hosts-urge-viewers-fly-despite-health-officials-warnings-2020-3/,deny
3 13 2020,https://www.independent.co.uk/news/world/americas/fox-news-coronavirus-pandemic-social-distancing-todd-piro-rob-schmitt-a9400496.html,deny
3 13 2020,https://www.pulse.ng/bi/politics/fox-news-hosts-urge-viewers-to-fly-claiming-the-safest-time-to-do-is-actually-during/5h8mgrx,deny
3 13 2020,https://contemptor.com/2020/03/13/foxs-ainsley-earhardt-says-its-the-safest-time-to-fly-despite-coronavirus-outbreak/,deny
3 13 2020,https://twitter.com/mmfa/status/1238421190059921408,deny
3 13 2020,https://twitter.com/leeholly81/status/1238419435691692033,deny
3 13 2020,https://twitter.com/TVietor08/status/1238484291576791042,deny
3 13 2020,https://feedimo.com/story/85747775/fox-friends-ainsley-earhardt-claims-now-is-the-safest-time-to-fly-despite-coronavirus-pandemic/,deny
3 13 2020,https://www.mediaite.com/tv/fox-friends-churns-out-insane-misinformation-on-coronavirus/,deny
3 13 2020,https://twitter.com/lilsarg/status/1238457356666703872,deny
3 13 2020,https://feedimo.com/story/85747775/Fox-Friends-Ainsley-Earhardt-claims-now-is-the-safest-time-to-fly-despite-coronavirus-pandemic/,deny
3 13 2020,https://twitter.com/JaredHuffman/status/1238485926441037827,deny
3 13 2020,https://usanewssite.com/news/fox-news-hosts-urge-viewers-to-fly-claiming-the-safest-time-to-do-is-actually-during-a-pandemic-despite-health-officials-warnings/,deny
3 13 2020,https://www.fark.com/comments/10743011/Fox-News-to-staff-all-non-essential-travel-is-banned-Fox-News-to-viewers-theres-never-been-a-safer-time-to-fly,deny
3 13 2020,https://twitter.com/walshfreedom/status/1238441293057077250,deny
3 13 2020,https://twitter.com/DrHadleySolomon/status/1238420696071634944,deny
