dates,website,stance
2 20 2020,https://www.businessinsider.com/coronavirus-80-percent-cases-are-mild-2020-2,support
2 19 2020,https://www.sciencealert.com/large-chinese-study-finds-most-coronavirus-infections-are-mild,support
3 13 2020,https://www.politifact.com/factchecks/2020/mar/13/viral-image/are-80-percent-coronavirus-cases-mild/,support
3 17 2020,"https://www.who.int/news-room/q-a-detail/q-a-similarities-and-differences-covid-19-and-influenza#:~:text=Mortality%20for%20COVID%2D19,quality%20of%20health%20care.",support
2 18 2020,https://www.channelnewsasia.com/news/world/covid-19-coronavirus-who-china-patients-have-mild-disease-12445010,support
3 1 2020,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200301-sitrep-41-covid-19.pdf?sfvrsn=6768306d_2,support
4 24 2020,https://www.worldometers.info/coronavirus/coronavirus-symptoms/,support
2 20 2020,https://www.businessinsider.sg/coronavirus-80-percent-cases-are-mild-2020-2-2,support
2 18 2020,https://www.indiatoday.in/world/story/80-percent-coronavirus-cases-have-been-mild-says-chinese-health-report-1647448-2020-02-18,support
3 30 2020,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(20)30243-7/fulltext,support
