dates,website,
2 3 2020,https://www.dailymail.co.uk/news/article-7962925/Disturbing-footage-shows-snakes-bats-possums-sold-openly-Wuhan-market.html,support
2 4 2020,https://flipboard.com/@stephanieavi31/nature-upbeg96pz/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market/a-hpZhKoMwSaWRlbYCShkp2g%3Aa%3A21513544-7c693e145c%2Fco.uk,support
2 4 2020,https://amp.flipboard.com/@unker_niac/likes-4rv8so7mk2acnksl/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market/a-cGBMTDQZShavb5zjThkhQQ%3Aa%3A2679765603-7c693e145c%2Fco.uk,support
2 4 2020,https://amp.flipboard.com/@Malaysia_Asia/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market/a-kSsc7AldTHyKq1bl-Bfh-A%3Aa%3A155961465-7c693e145c%2Fco.uk,support
2 4 2020,https://expressdigest.com/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market/,support
2 4 2020,https://roosters.news/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market/,support
2 4 2020,https://amp.flipboard.com/article/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market/a-zupoFHh_QbCbTgS-Yh4vzw%3Aa%3A6823511-7c693e145c%2Fco.uk,support
2 4 2020,https://pitbullrocky.com/blogs/australia-home-mail-online/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market,support
2 4 2020,https://www.wuhanupdate.com/indonesia/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market-80284464,support
2 4 2020,https://infosurhoy.com/news/disturbing-footage-shows-snakes-bats-and-possums-sold-openly-at-a-wuhan-market/,support
