dates,website,
2 1 2020,https://www.fox61.com/article/news/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/520-b7643c75-8e22-4547-960d-fbde616a26f7,support
2 1 2020,https://flipboard.com/topic/western-medicine/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skeptic/f-b081f77d99%2Fcnn.com,support
2 1 2020,https://kvia.com/news/us-world/2020/02/01/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/,support
2 1 2020,https://www.ghanaweb.com/GhanaHomePage/africa/A-traditional-Chinese-remedy-said-to-help-fight-Wuhan-coronavirus-sparks-skepticism-and-panic-buying-854233,support
3 1 2020,https://www.newsbreak.com/news/0O0yENaj/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying,support
2 5 2020,http://investmentcourse.co.za/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/,support
2 5 2020,http://investmentcourse.co.za/tag/wuhan-coronavirus-promotion-of-traditional-remedy-sparks-panic-buying-cnn/,support
2 1 2020,https://thetop10news.com/2020/02/01/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/,support
2 1 2020,https://localnews8.com/news/2020/02/01/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/,support
2 1 2020,https://www.suchnapatt.com/wuhan-coronavirus-promotion-of-traditional-remedy-sparks-panic-buying/,support
2 1 2020,https://usa.undelete.news/en/post/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/1567270,support
2 3 2020,https://www.newsbreak.com/news/0O0yL5XR/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying,support
2 3 2020,https://www.newsbreak.com/news/0O1qiSkr/sxtc-stock-moving-higher-on-chinese-government-pronouncements,support
2 1 2020,https://quammo.com/news-view/2/54841/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying,support
2 3 2020,https://www.newsstandhub.com/cnn/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying,support
2 3 2020,https://www.newsstandhub.com/en-us/cnn/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying#!,support
2 1 2020,https://www.aedaily.net/en-gb/posts/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/,support
2 1 2020,https://spectrumreport.com/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying/,support
2 3 2020,https://www.newsbreak.com/news/0NmSlTUi/china-bans-foreign-teaching-materials-in-public-schools,support
2 1 2020,https://www.tweet247.net/news/world/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism----and-panic-buying,support
2 1 2020,https://theworldnews.net/us-news/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying,support
2 1 2020,https://www.mankindnews.com/a-traditional-chinese-remedy-said-to-help-fight-wuhan-coronavirus-sparks-skepticism-and-panic-buying,support
