dates,website,stance
2 19 2020,https://factcheck.afp.com/busting-coronavirus-myths,deny
3 13 2020,https://m.dailyhunt.in/news/bangladesh/english/boom+factcheck-epaper-boomfe/drinking+warm+water+with+lemon+does+not+protect+you+from+coronavirus-newsid-171457894,deny
3 13 2020,https://zh-cn.facebook.com/GovernorMikeSonkoMbuvi/posts/still-on-corona-virus-watu-wangu-i-will-be-sharing-any-useful-information-i-get-/2987805494591112/,deny
3 13 2020,https://t.me/s/drpharma?before=430,deny
3 16 2020,https://namibiafactcheck.org.na/news-item/more-debunked-coronavirus-hoaxes-on-namibian-social-media-part-2/,deny
3 19 2020,https://telegram.me/s/drpharma?before=452,deny
3 19 2020,https://telegram.me/s/drpharma?before=460,deny
3 19 2020,https://t.me/s/drpharma?before=470,deny
3 20 2020,https://factcheck.afp.com/fighting-myths-about-coronavirus-africa,deny
3 23 2020,https://news2.onlinenigeria.com/news/general/821315-myths-about-coronavirus-disease-covid-19.html,deny
3 24 2020,https://punchng.com/myths-about-coronavirus-disease-covid-19/,deny
3 24 2020,https://www.pressreader.com/nigeria/the-punch/20200324/281831465821048,deny
3 24 2020,https://www.barristerng.com/a-must-readmyths-about-coronavirus-disease-covid-19-by-rotimi-adesanya/,deny
3 24 2020,https://acnntv.com/myths-about-coronavirus-disease-covid-19/,deny
3 24 2020,http://niyidaram.com/2020/03/24/myths-about-coronavirus-disease-covid-19/,deny
3 24 2020,https://headtopics.com/ng/myths-about-coronavirus-disease-covid-19-12039388,deny
3 24 2020,https://nairapark.com/news/1585040849/amazing-myths-surrounding-coronavirus-disease-covid,deny
3 24 2020,http://www.nigerianeye.com/2020/03/myths-about-coronavirus-disease-covid-19.html,deny
3 24 2020,http://oghenebouqui.com/myths-about-coronavirus-disease-covid-19/,deny
3 24 2020,https://theworldnews.net/ng-news/myths-about-coronavirus-disease-covid-19,deny
3 24 2020,http://nigeria.shafaqna.com/EN/AL/6298067,deny
3 24 2020,http://we4wereports.com/myths-about-coronavirus-disease-covid-19/,deny
3 24 2020,http://trendsinnaija.com/posts/?nid=505,deny
3 24 2020,https://news2.onlinenigeria.com/news/general/821260-myths-about-coronavirus-disease-covid-19.html,deny
3 24 2020,https://edujandon.com/2020/03/myths-about-coronavirus-disease-covid-19.html/,deny
3 27 2020,https://www.openparly.co.zw/covid-19-lemon-theory-is-a-hoax-says-doctor/,deny
3 3 2020,https://m.facebook.com/AFPFactCheck/posts/1859968357480961,deny
3 30 2020,https://foodsfitness.com/false-claims-drinking-water-with-lemon-can-prevent-covid-19-circulate-online/,deny
3 19 2020,https://www.boomlive.in/world/coronavirus/drinking-warm-water-with-lemon-does-not-protect-you-from-coronavirus-7204,deny
3 19 2020,https://factcheck.afp.com/false-claims-drinking-water-lemon-can-prevent-covid-19-circulate-online,deny
3 19 2020,https://xiaomi.dailyhunt.in/news/india/urdu/boom+factcheck-epaper-boomfe/drinking+warm+water+with+lemon+does+not+protect+you+from+coronavirus-newsid-171457894?mode=wap,deny
3 19 2020,https://factcheck.afp.com/search?page=2&keyword=covid-19,deny
3 19 2020,https://factcheck.afp.com/afp-brasil?page=3,deny
3 19 2020,https://xiaomi.dailyhunt.in/news/india/nepali/boom+factcheck-epaper-boomfe/drinking+warm+water+with+lemon+does+not+protect+you+from+coronavirus-newsid-171457894?mode=wap,deny
3 19 2020,https://m.facebook.com/permalink.php?id=234722873389359&story_fbid=1281796215348681,deny
3 19 2020,https://m.facebook.com/AFPFactCheck/posts/1728409063970225,deny
3 19 2020,https://www.operanewsapp.com/za/en/main/why-ginger-and-lemon-water-cannot-protect-you-from-covid-19?news_id=01400f4ddbebb884753e8831a693bbc3&news_entry_id=t20bb9b73200415en_za&open_type=transcoded&request_id=DETAIL_EXPLORE_3a4ab66e-c9db-4602-a248-9fb3a1b8c1ca,deny
3 19 2020,https://zh-cn.facebook.com/AFPFactCheck/posts/did-british-politician-lord-macaulay-call-for-the-colonisation-of-africa-in-a-sp/1857208671090263/,deny
3 19 2020,https://m.facebook.com/AFPFactCheck/posts/1753168811494250,deny
3 19 2020,https://m.dailyhunt.in/news/india/english/boom+factcheck-epaper-boomfe/health-updates-health/page-2,deny
3 19 2020,https://m.dailyhunt.in/news/bangladesh/english/boom+factcheck-epaper-boomfe,deny
3 19 2020,https://ne-np.facebook.com/AFPFactCheck/posts/-will-drinking-lemon-and-water-prevent-coronavirus-experts-told-us-theres-no-evi/1869334893210974/,deny
