dates,website,stance
3 24 2020,https://www.foxnews.com/world/coronavirus-india-lockdown-train-network-halted-modi-save-yourself,comment
None,https://flipboard.com/article/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-y/a-yCkRc1WISCObO4dMbaZCFQ%3Aa%3A47769551-dc10da937f%2Ffoxnews.com,support
3 24 2020,https://flipboard.com/topic/primeministerofindia/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-y/a-yCkRc1WISCObO4dMbaZCFQ%3Aa%3A47769551-dc10da937f%2Ffoxnews.com,support
3 24 2020,https://foxbangor.com/national-news/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,support
None,https://theunionjournal.com/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,comment
3 24 2020,https://thetop10news.com/2020/03/24/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,comment
None,https://siouxcountyradio.com/news/2020/03/24/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-you,support
None,https://www.newsday24.com/world/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,support
3 24 2020,https://www.corona-covid19.be/world/corona-coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,comment
None,https://goditsme.com/2020/03/25/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,comment
None,https://blogger-net.com/us-breaking-news/fox-news-rss-feed/2020/03/24/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,support
3 24 2020,https://snooptales.com/2020/03/24/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,support
3 24 2020,https://newsgyre.com/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,comment
None,https://news.immitate.com/2020/03/24/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself-fox-news/,comment
None,https://thewatchtowers.org/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself-fox-news/,comment
3 24 2020,https://rachidone.com/2020/03/24/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself-fox-news/,comment
3 25 2020,https://www.svenews.com/world-news/sve-news-fox-news-sharing-series-coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself.html,comment
3 24 2020,https://spectrumreport.com/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself/,comment
3 25 2020,https://breaking-news.ca/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself-fox-news/,support
3 24 2020,https://www.onenewspage.com/n/World/1zlqy75dsr/Coronavirus-sends-India-into-lockdown-as-trains-halted.htm,support
3 24 2020,https://theworldnews.net/us-news/coronavirus-sends-india-into-lockdown-as-trains-halted-modi-says-please-save-yourself,comment
