dates,website,
1 22 2020,https://mb.ntd.com/china-quarantines-wuhan-will-shut-down-airport-and-public-transit-amid-coronavirus-outbreak_426472.html,support
1 22 2020,https://ntdca.com/china-shuts-down-airport-and-public-transit-in-wuhan-amid-coronavirus-outbreak/,support
1 22 2020,https://hi-in.facebook.com/NationandStatedotcom/posts/the-epidemic-response-command-center-in-wuhan-china-announced-they-are-quarantin/2811768862202781/,support
1 22 2020,https://hi-in.facebook.com/NationandStatedotcom/posts/2811768862202781,support
3 19 2020,http://brazil.shafaqna.com/EN/AL/6333266,support
3 19 2020,https://brazil.shafaqna.com/EN/AL/6333266,support
1 22 2020,https://newzealand.shafaqna.com/EN/AL/548172,support
1 26 2020,https://nationandstate.com/2020/01/26/australian-government-working-to-pull-aussies-from-china/,support
2 29 2020,https://nationandstate.com/2020/02/29/the-countries-best-and-worst-prepared-for-an-epidemic/,support
1 22 2020,https://www.efreenews.com/a/china-quarantines-wuhan-will-shut-down-airport-and-public-transit-amid-coronavirus-outbreak,support
3 19 2020,http://brazil.shafaqna.com/PT/AL/6333266,support
