dates,website,stance
2 29 2020,https://www.bbc.com/news/world-middle-east-51677530,deny
2 29 2020,https://news.nestia.com/detail/Coronavirus%3A-Misinformation-and-false-medical-advice-spreads-in-Iran/3612714,deny
None,https://iranians.global/coronavirus-misinformation-and-false-medical-advice-spreads-in-iran/,deny
2 29 2020,https://postofasia.com/coronavirus-misinformation-and-false-medical-recommendation-spreads-in-iran/,deny
2 29 2020,https://apnayonline.com/2020/02/29/coronavirus-misinformation-and-false-medical-advice-spreads-in-iran/,deny
2 29 2020,https://www.nsbcnews.com/story/20200229-coronavirus-misinformation-and-false-medical-advice-spreads-in-iran,deny
2 29 2020,https://www.tekportal.net/coronavirus-misinformation-and-false-medical-advice-spreads-in-iran/,deny
2 29 2020,http://shanghaitraveller.info/coronavirus/corona-virus/coronavirus-misinformation-and-false-medical-advice-spreads-in-iran/,deny
2 29 2020,https://www.facebook.com/permalink.php?id=698994550218241&story_fbid=2700887716695571,deny
2 29 2020,https://easybranches.com/regions/middle-east/5880283,deny
2 29 2020,https://newsnowvegas.com/amp/coronavirus-misinformation-and-false-medical-advice-spreads-in-iran/,deny
