dates,website,
2 3 2020,https://www.msn.com/en-gb/news/world/coronavirus-australia-qantas-staff-alarmed-wuhan-flight-crew-will-not-be-quarantined/ar-BBZASIh,support
2 3 2020,https://headtopics.com/uk/coronavirus-evacuation-qantas-flight-leaves-wuhan-with-more-than-200-australians-on-board-11056894,support
2 3 2020,https://pacific.epeak.in/2020/02/03/coronavirus-evacuation-qantas-flight-leaves-wuhan-with-more-than-200-australians-on-board-world-news/,support
2 3 2020,https://www.newslocker.com/en-au/news/health/coronavirus-evacuation-qantas-flight-leaves-wuhan-with-more-than-200-australians-on-board/,support
2 3 2020,https://wap.peopleola.com/guoji/20200203/94150f864885de51.html,support
12 29 2018,https://uk.news.yahoo.com/ruth-strauss-dies-australia-age-46-132735299.html,support
2 3 2020,http://gtl.com.sg/?to=world/2020/feb/03/coronavirus-australia-qantas-staff-alarmed-wuhan-flight-crew-not-quarantined,support
1 29 2020,https://www.coronaviral.org/complete/wuhan-christmas-island-coronavirus-evacuation-mission-complete-0024008,support
2 4 2020,https://www.newslocker.com/en-au/news/health/hairdressers-horror-find-on-mums-head/,support
2 3 2020,https://headtopics.com/uk/james-bond-threatened-by-mystery-secret-in-new-super-bowl-spot-11056919,support
2 3 2020,https://headtopics.com/uk/witnesses-describe-moment-terrorist-was-shot-dead-after-stabbing-two-people-11056738,support
2 3 2020,https://www.newslocker.com/en-uk/news/asia_news/2020-02-03/,support
2 3 2020,https://www.newslocker.com/en-uk/news/asia_news/china-stocks-suffer-worst-day-since-2015-on-coronavirus/,support
2 3 2020,https://www.newslocker.com/en-uk/news/asia_news/coronavirus-china-stock-market-plummets-as-countrys-death-toll-climbs-past-360-ndash-live-updates/,support
