dates,website,
1 30 2020,https://www.insider.com/thousands-trapped-on-cruise-ship-after-coronavirus-case-suspected-2020-1,support
1 30 2020,https://www.msn.com/en-au/news/other/more-than-6000-people-are-trapped-on-a-cruise-ship-in-italy-after-a-woman-was-suspected-of-having-the-coronavirus/ar-BBZu5at?li=AAgfYrC,support
1 30 2020,https://www.businessinsider.com/costa-smeralda-passengers-react-to-being-stuck-on-ship-2020-1,support
1 30 2020,https://www.businessinsider.sg/thousands-trapped-on-cruise-ship-after-coronavirus-case-suspected-2020-1,support
1 30 2020,https://www.businessinsider.sg/costa-smeralda-passengers-react-to-being-stuck-on-ship-2020-1,support
1 30 2020,https://www.businessinsider.my/thousands-trapped-on-cruise-ship-after-coronavirus-case-suspected-2020-1,support
1 30 2020,http://static2.businessinsider.com/thousands-trapped-on-cruise-ship-after-coronavirus-case-suspected-2020-1,support
1 30 2020,https://markets.businessinsider.com/news/stocks/costa-smeralda-passengers-react-to-being-stuck-on-ship-2020-1-1028861067,support
1 30 2020,http://static3.businessinsider.com/thousands-trapped-on-cruise-ship-after-coronavirus-case-suspected-2020-1,support
1 31 2020,https://www.businessinsider.com.au/costa-smeralda-passengers-react-to-being-stuck-on-ship-2020-1,support
1 30 2020,https://www.businessinsider.my/costa-smeralda-passengers-react-to-being-stuck-on-ship-2020-1,support
1 30 2020,https://flipboard.com/@thisisinsider/more-than-6-000-people-are-trapped-on-a-cruise-ship-in-italy-after-a-woman-was-s/a-9ixujYHNQK6qSY6mFwEn8Q%3Aa%3A1916530765-14415b6a68%2Finsider.com,support
1 30 2020,https://www.pulselive.co.ke/bi/lifestyle/6000-people-are-stuck-on-a-cruise-ship-as-a-passenger-gets-tested-for-the-coronavirus/56d7cb3,support
1 30 2020,http://images.markets.businessinsider.com/thousands-trapped-on-cruise-ship-after-coronavirus-case-suspected-2020-1,support
1 30 2020,https://www.businessinsider.in/business/news/6000-people-are-stuck-on-a-cruise-ship-as-a-passenger-gets-tested-for-the-coronavirus-heres-what-theyre-saying-on-twitter-/articleshow/73780308.cms,support
1 30 2020,https://www.pulse.com.gh/bi/lifestyle/6000-people-are-stuck-on-a-cruise-ship-as-a-passenger-gets-tested-for-the-coronavirus/qexkqnf,support
1 30 2020,https://www.msn.com/en-us/travel/news/6000-people-are-stuck-on-a-cruise-ship-as-a-passenger-gets-tested-for-the-coronavirus-heres-what-theyre-saying-on-twitter/ar-BBZuuoH,support
1 30 2020,https://www.businessinsider.com/sitemap/2020-01-30.html,support
1 30 2020,https://www.insider.com/sitemap/2020-01-30.html,support
1 30 2020,http://static3.businessinsider.com/costa-smeralda-passengers-react-to-being-stuck-on-ship-2020-1,support
2 1 2020,https://www.pulse.com.gh/bi/politics/a-highly-pathogenic-strain-of-h5n1-bird-flu-has-been-reported-in-chinas-hunan/dbr1tsc,support
1 31 2020,https://pashionfashion360.blogspot.com/2020/01/more-than-6000-people-are-trapped-on.html,support
1 28 2020,https://www.businessinsider.com/archives?vertical=nordic&date=2020-01-28,support
1 31 2020,https://kitaab1.blogspot.com/2020/01/more-than-6000-people-are-trapped-on.html,support
1 30 2020,https://www.businessinsider.sg/2020/01/page/33,support
1 31 2020,https://www.yahoo.com/news/delta-suspend-u-china-flights-170257195.html,support
1 30 2020,https://www.businessinsider.my/2020/01/page/33,support
1 30 2020,https://www.businessinsider.my/2020/01/page/32/,support
1 31 2020,https://kitaab1.blogspot.com/2020/01/7000-people-trapped-on-mediterranean_31.html,support
1 30 2020,https://www.businessinsider.sg/page/4/?IR=T&author&contributed=1&page=148&q=keto%25252Bdiet&r=US&vertical,support
3 16 2019,https://www.businessinsider.com/archives?vertical=cfo&date=2019-03-16,support
6 12 2019,https://www.businessinsider.com/archives?vertical=news&date=2019-06-12,support
9 16 2019,https://www.businessinsider.com/archives?vertical=travel&date=2019-09-16,support
3 15 2019,https://www.businessinsider.com/archives?vertical=uk&date=2019-03-15,support
12 19 2018,https://www.businessinsider.com/archives?vertical=ti&date=2018-12-19,support
5 23 2013,https://news.yahoo.com/2011-jail-breaks-become-political-issue-egypt-063850341.html,support
10 17 2014,http://news.yahoo.com/human-brain-uses-geometric-relationship-navigate-one-place-105334213.html,support
12 4 2019,https://www.businessinsider.com/archives?vertical=yourmoney&date=2019-12-04,support
12 4 2019,https://www.businessinsider.com/archives?vertical=up-next&date=2019-12-04,support
10 3 2019,https://currently.att.yahoo.com/news/york-mets-fire-manager-mickey-163454142.html,support
1 31 2020,http://bbcearth.blogspot.com/2020/01/more-than-6000-people-are-trapped-on.html,support
1 7 2019,https://news.yahoo.com/eagles-fan-pay-bears-kicker-cody-parkey-venmo-missed-game-winning-field-goal-171353340.html,support
4 30 2019,https://news.yahoo.com/human-rights-law-indian-controlled-kashmir-104248537.html,support
11 27 2018,https://www.yahoo.com/news/remember-singer-miguel-marries-longtime-204557252.html,support
8 6 2015,https://www.yahoo.com/news/soulja-boy-lying-owning-rolls-royce-bmw-i8-133001458.html,support
10 3 2019,https://currently.att.yahoo.com/news/4-officers-killed-knife-attack-130657635.html,support
8 21 2015,https://news.yahoo.com/global-growth-jitters-rattle-world-markets-210031284.html,support
1 5 2016,https://news.yahoo.com/photos/france-commemorates-charlie-hebdo-and-kosher-supermarket-victims-slideshow/people-look-flowers-messages-tribute-victims-last-years-photo-124944656.html,support
10 30 2018,https://news.yahoo.com/tell-patch-see-shenanigans-polls-180703207.html,support
4 11 2019,https://www.yahoo.com/news/best-dressed-celebrities-april-2019s-slideshow-wp-145406214/photo-p-actor-paired-elie-saab-photo-075406591.html,support
1 30 2020,https://www.pulse.ng/bi/lifestyle/6000-people-are-stuck-on-a-cruise-ship-as-a-passenger-gets-tested-for-the-coronavirus/cpvxjk0,support
1 31 2020,https://www.latestnigeriannews.com/news/8155274/more-than-6000-people-are-trapped-on-a-cruise-ship-in-italy-after-a-woman-was-su.html,support
1 30 2020,https://www.businessinsider.my/2020/01/page/42,support
1 30 2020,https://www.businessinsider.my/page/599/?m=member&c=index&a=register&siteid=1&jwsource=cl,support
1 30 2020,https://www.businessinsider.sg/page/426/?author&contributed=1&page=148&q=keto%252525252Bdiet&vertical&r=US&IR=T&jwsource=cl,support
1 30 2020,https://www.businessinsider.sg/page/94/?m=member&c=index&a=656&siteid=1,support
1 30 2020,https://www.businessinsider.my/page/888?m=member&c=index&a=register&siteid=1,support
1 30 2020,https://www.businessinsider.my/page/874?m,support
1 30 2020,https://www.businessinsider.my/page/590/?m=member&c=index&a=register&siteid=1&jwsource=cl,support
1 29 2020,http://www.lebweb.com/news/lebanon-news-57987272,support
1 30 2020,http://static4.businessinsider.com/archives?vertical=insider&date=2020-01-30,support
1 29 2020,http://www.lebweb.com/news/lebanon-news-57987542,support
1 30 2020,http://www.lebweb.com/news/lebanon-news-57987256,support
1 29 2020,http://www.lebweb.com/news/lebanon-news-57988016,support
1 30 2020,http://www.lebweb.com/news/lebanon-news-57988888,support
1 31 2020,https://allbreakingnews18.blogspot.com/2020/01/more-than-6000-people-are-trapped-on.html,support
1 30 2020,https://www.businessinsider.sg/2020/01/page/31,support
9 19 2019,https://www.yahoo.com/news/abraplata-corp-cve-abra-cash-111347473.html,support
1 4 2019,https://news.yahoo.com/palm-springs-narnia-4-other-141411323.html,support
1 30 2020,https://www.newslocker.com/en-us/news/internationalcrime/more-than-6000-people-are-trapped-on-a-cruise-ship-in-italy-after-a-woman-was-suspected-of-having-the-coronavirus/,support
4 26 2005,https://news.yahoo.com/news?tmpl=story&ncid=703&e=1&u=/ap/20050426/ap_on_go_co/filibuster_fight&sid=84439559,support
5 9 2015,https://news.yahoo.com/video/compton-dentist-accused-lewd-acts-065032711.html,support
3 26 2011,https://news.yahoo.com/video/john-flakes-heading-way-174000254.html,support
8 19 2019,https://www.yahoo.com/news/heres-why-china-yuanbang-property-065017015.html,support
3 9 2016,http://www.newspapers71.com/132812/Biden%20says%20his%20family%20was%20near%20scene%20of%20Tel%20Aviv%20attack,support
1 23 2017,https://fb.me/1QREbYBqh,support
4 1 2019,https://www.yahoo.com/news/democrats-block-disaster-relief-bill-221432854.html,support
4 3 2019,https://www.yahoo.com/news/jeffree-star-says-someone-stole-220340396.html,support
1 30 2020,https://www.newslocker.com/en-us/profession/generalnews/more-than-6000-people-are-trapped-on-a-cruise-ship-in-italy-after-a-woman-was-suspected-of-having-the-coronavirus/,support
7 4 2014,https://news.yahoo.com/video/emergency-crews-called-fox-chapel-214200647.html,support
1 30 2020,https://www.newslocker.com/en-uk/news/games/more-than-6000-people-are-trapped-on-a-cruise-ship-in-italy-after-a-woman-was-suspected-of-having-the-coronavirus/,support
1 30 2009,https://sports.yahoo.com/nba/recap?gid=2009013028,support
1 30 2020,http://myhealthsupportnews.blogspot.com/2020/01/get-us-out-of-here-plead-foreign.html,support
11 29 2016,https://bf1.www.yahoo.com/news/happily-retired-floyd-mayweather-flashes-100-million-check-on-instagram-232928529.html,support
1 8 2018,https://bf1.www.yahoo.com/news/popular-diet-helped-nika-lose-234018220.html,support
2 1 2020,https://www.mercyom.com/2020_02_01_archive.html,support
2 2 2018,http://myhealthsupportnews.blogspot.com/2018/02/old-tactic-gets-new-use-public-schools.html,support
6 22 2018,https://allbreakingnews18.blogspot.com/2018/06/vijay-under-fire-again-this-time-over.html,support
2 22 2019,https://allbreakingnews18.blogspot.com/2019/02/from-mahesh-bhatt-to-swara-bhasker.html,support
1 31 2020,https://yahoonews.10worldnewslatest.com/2020/01/,support
1 11 2020,https://www.newslocker.com/en-us/profession/generalnews/north-korea-says-us-deceived-pyongyang-on-nuclear-talks-after-trump-sends-kim-birthday-letter/,support
12 15 2019,https://www.newslocker.com/en-us/profession/generalnews/mexico-objects-to-labor-enforcement-provision-in-north-american-trade-deal/,support
1 30 2020,https://www.newslocker.com/en-us/news/finance/pentagon-seeking-iraqi-permission-to-deploy-missile-defenses/,support
12 21 2019,https://www.newslocker.com/en-us/profession/animals_news/iranamp39s-rouhani-welcomes-japan-opt-out-of-us-led-naval-mission-in-gulf/,support
12 8 2019,https://www.newslocker.com/en-us/profession/generalnews/nadler-impeachment-would-be-guilty-verdict-in-3-minutes-flat/,support
1 4 2020,https://www.newslocker.com/en-us/profession/security_news/wildfire-threatened-towns-face-long-night-australia-update/,support
1 30 2020,https://www.newslocker.com/en-uk/news/games/if-everyone-except-for-bernie-sanders-and-joe-biden-dropped-out-of-the-2020-race-right-now-democrats-would-still-be-hopelessly-split/,support
12 18 2019,https://www.newslocker.com/en-us/news/internationalcrime/democratic-representative-calls-on-mcconnell-to-recuse-himself-and-threatens-mistrial/,support
1 30 2020,https://www.newslocker.com/en-uk/news/games/why-joe-biden-is-amp39the-man-to-win-the-presidencyrsquo-says-former-obama-official/,support
1 8 2020,https://www.newslocker.com/en-uk/news/games/fox-news-pete-hegseth-we-need-to-rewrite-the-rules-of-war-in-dealing-with-iran/,support
1 29 2020,https://www.newslocker.com/en-uk/news/games/south-dakota-doctors-who-offer-transgender-kids-hormone-treatments-and-puberty-blockers-could-face-jail-time-if-lawmakers-pass-a-new-bill/,support
1 30 2020,https://www.newslocker.com/en-uk/news/games/the-hummer-ev-pickup-is-real-and-it-has-1000-hp/,support
