dates,website,stance
3 26 2020,https://www.foxnews.com/science/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals,support
3 26 2020,https://foxwilmington.com/science/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals/,support
None,https://amp.flipboard.com/@FoxNews/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-/a-OF4C-_R6SXmY8Sk9112_qQ%3Aa%3A47769551-13e69894f6%2Ffoxnews.com,support
3 26 2020,https://foxbangor.com/national-news/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals/,support
3 26 2020,https://www.890kdxu.com/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals/,support
None,https://usadailyexpress.com/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals/,support
None,https://www.ksub590.com/2020/03/26/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals/,support
None,https://focalevents.com/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals/,support
None,https://techdkd.blogspot.com/2020/03/over-60-percent-of-us-hospitals-not.html,support
None,https://life2cents.com/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals/,support
None,https://www.thepeople.top/2020/03/over-60-percent-of-us-hospitals-not.html,support
None,https://syfeed.com/en-us/news-details/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals_29461055.html,support
None,https://theworldnews.net/us-news/over-60-percent-of-us-hospitals-not-prepared-for-coronavirus-influx-of-patients-new-survey-reveals,support
