dates,website,stance
3 26 2020,https://www.snopes.com/fact-check/lemons-coronavirus/,deny
3 28 2020,https://zh-cn.facebook.com/Dharmaashokakingdom/posts/drinking-hot-water-with-lemons-will-cure-or-prevent-covid-19-drinking-hot-water-/2565752650311770/,support
3 28 2020,https://m.facebook.com/Dharmaashokakingdom/photos/a.1820988844788158/2565752580311777/?type=3&source=57&__tn__=EH-R,support
3 28 2020,https://www.youtube.com/watch?v=BrD-m1lreAU,support
3 28 2020,https://ne-np.facebook.com/Dharmaashokakingdom/posts/drinking-hot-water-with-lemons-will-cure-or-prevent-covid-19-drinking-hot-water-/2565752650311770/,support
4 14 2020,https://ne-np.facebook.com/GimsPhilippines/posts/drinking-hot-water-with-lemons-will-cure-or-prevent-covid-19-drinking-hot-water-/1989583157833312/,support
4 14 2020,https://ne-np.facebook.com/GimsPhilippines/posts/1989583157833312,support
3 28 2020,https://zh-cn.facebook.com/HTA.60/posts/?ref=page_internal,support
3 28 2020,https://www.facebook.com/HTA.60,support
3 26 2020,https://covidmis.info/fact_checks/10729-drinking-hot-water-with-lemons-will-cure-or-preven.html,deny
