dates,website,
3 16 2020,https://www.politifact.com/factchecks/2020/mar/20/greg-murphy/no-sunlight-has-not-been-proven-kill-coronavirus/,deny
3 16 2020,https://www.politifact.com/factchecks/list/?author=PaulSpecht,deny
novel coronavirus A,"https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters#:~:text=No%2C%20antibiotics%20do%20not,%2Dinfection%20is%20possible.",deny
3 16 2020,https://www.politifact.com/factchecks/list/?speaker=greg-murphy,deny
3 16 2020,https://www.politifact.com/personalities/greg-murphy/,deny
3 16 2020,https://www.politifact.com/factchecks/list/?category=&ruling=false&speaker=greg-murphy,deny
3 16 2020,https://www.politifact.com/factchecks/list/?category=north-carolina&ruling=false,deny
3 16 2020,https://www.politifact.com/factchecks/list/?category=public-health&ruling=false,deny
3 16 2020,https://www.politifact.com/north-carolina/,deny
3 16 2020,https://www.poynter.org/?ifcn_misinformation=sunlight-actually-can-kill-the-novel-coronavirus,deny
3 24 2020,https://blog.mobelli.co.za/is-being-exposed-to-sunlight-and-fresh-air-the-best-medicine-in-corona-time,deny
3 16 2020,https://www.politifact.com/factchecks/list/?category=north-carolina,deny
3 16 2020,https://www.politifact.com/staff/PaulSpecht/,deny
3 16 2020,https://www.politifact.com/factchecks/2020/may/06/dan-forest/no-flu-hasnt-killed-more-people-coronavirus/,deny
3 13 2020,https://www.politifact.com/factchecks/2020/mar/13/viral-image/are-80-percent-coronavirus-cases-mild/,deny
3 12 2020,https://www.politifact.com/article/2020/mar/12/7-ways-avoid-misinformation-during-coronavirus-pan/?fbclid=IwAR03oqEY_6cJYKxZFgi1ZMvqnLSf8gQG5HhxHXqa2CRRTuBW-yjLHS6KYm4,deny
3 18 2020,https://www.politifact.com/factchecks/2020/mar/18/kelly-alexander/most-nc-legislators-high-risk-age-group-coronaviru/,deny
3 16 2020,https://www.politifact.com/florida/article/2015/apr/23/fact-checking-claims-about-medicaid-florida/,deny
