dates,website,stance
None,https://flipboard.com/@FoxNews/opera-singer-pl-cido-domingo-tests-positive-for-coronavirus-in-spain/f-99c25551f5%2Ffoxnews.com,support
None,https://flipboard.com/@sandraopp/opera-singer-pl-cido-domingo-tests-positive-for-coronavirus-in-spain/f-99c25551f5%2Ffoxnews.com,support
3 23 2020,https://foxbangor.com/national-news/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,support
None,https://theunionjournal.com/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://siouxcountyradio.com/news/2020/03/23/opera-singer-plcido-domingo-tests-positive-for-coronavirus-in-spain-1,support
3 23 2020,https://westlakelegal.com/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://namex.co/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://trevino.at/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://amp.flipboard.com/article/opera-singer-pl-cido-domingo-tests-positive-for-coronavirus-in-spain/a-w1LDoLa_SS6LMwOV_yqqlg%3Aa%3A47769551-99c25551f5%2Ffoxnews.com,support
None,http://trueredamerican.com/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://speeduck.com/entertainment/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain-speeduck/,comment
None,https://e-news.us/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://newstral.com/en/article/en/1148484927/opera-singer-pl%C3%A1cido-domingo-tests-positive-for-coronavirus-in-spain,support
None,http://www.kardashiann.com/2020/04/14/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,support
None,https://www.mnnofa.com/2020/03/23/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://popstar.one/news/opera-singer-placido-domingo-tests-positive-3/139005,comment
None,https://theworldnews.net/us-news/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain,comment
None,https://jaraextra.blogspot.com/2020/03/opera-singer-placido-domingo-tests.html,support
3 23 2020,https://theunionjournal.com/sen-rand-paul-tests-positive-for-coronavirus/,comment
None,https://syfeed.com/en-us/news-details/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain_29324757.html,support
3 23 2020,https://popstar.one/news/placido-domingo-quarantined-after-testing/138427,support
None,https://headlines-entertainment.blogspot.com/2020/03/opera-singer-placido-domingo-tests.html,support
None,https://front-page.today/opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain/,comment
None,https://faxhot.com/entertainment/36186-opera-singer-placido-domingo-tests-positive-for-coronavirus-in-spain.html,comment
