dates,website,stance
3 23 2020,https://www.foxnews.com/world/which-world-leaders-politicians-tested-positive-coronavirus-quarantine,support
3 24 2020,https://www.newsday24.com/world/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
3 24 2020,https://www.newsday24.com/world/trump-suggests-he-may-scale-back-closures-soon-despite-worsening-coronavirus-outbreak/,support
3 23 2020,https://thetop10news.com/2020/03/23/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
3 23 2020,https://ulusal24.com/2020/03/23/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://speeduck.com/coronavirus/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus-speeduck/,support
None,https://www.newexpressnews.com/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://e-news.us/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://dnyuz.com/2020/03/23/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://www.usmaganews.com/2020/03/23/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://theworldnews.net/us-news/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus,support
None,https://wfun.cc/?p=2084,support
None,https://thespectator.info/2020/03/23/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://www.news.apznews.com/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://spectrumreport.com/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,http://ultrafavoritemagazine.xyz/which-world-leaders-us-politicians-have-been-exposed-to-the-coronavirus/,support
None,https://rzmow.com/4-world-leaders-with-coronavirus/,support
