dates,website,
2 3 2020,https://www.reuters.com/article/us-china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-us-officials-idUSKBN1ZX2BV,support
2 3 2020,https://www.reuters.com/article/china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-u-s-officials-idINKBN1ZX2BM,support
2 4 2020,https://www.reuters.com/article/china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-us-officials-idINL8N2A35OZ,support
2 3 2020,https://in.reuters.com/article/china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-u-s-officials-idINKBN1ZX2BM,support
2 3 2020,https://in.reuters.com/article/uk-china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-u-s-officials-idUKKBN1ZX2C7,support
2 3 2020,https://in.reuters.com/article/china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-us-officials-idINKBN1ZX2BM,support
2 3 2020,https://www.usnews.com/news/world/articles/2020-02-03/who-virus-team-could-go-to-china-this-week-may-include-us-officials,support
2 3 2020,https://uk.reuters.com/article/uk-china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-u-s-officials-idUKKBN1ZX2C7,support
2 3 2020,https://nationalpost.com/pmn/health-pmn/who-virus-team-could-go-to-china-this-week-may-include-us-officials,support
2 3 2020,https://nationalpost.com/pmn/health-pmn/who-virus-team-could-go-to-china-this-week-may-include-us-officials-2,support
2 4 2020,https://de.reuters.com/article/china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-us-officials-idUKL8N2A35OZ,support
2 4 2020,https://de.reuters.com/article/us-china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-us-officials-idUSKBN1ZX2BV,support
2 3 2020,https://www.jpost.com/breaking-news/who-virus-team-could-go-to-china-this-week-may-include-us-616387,support
2 3 2020,https://www.jpost.com/breaking-news/who-virus-team-could-go-to-china-this-week-may-include-us-616387,support
2 4 2020,https://de.reuters.com/article/china-health-who-mission/who-virus-team-could-go-to-china-this-week-may-include-us-officials-idUSL8N2A35OZ,support
2 5 2020,https://www.eureporter.co/frontpage/2020/02/05/who-virus-team-could-go-to-china-this-week-may-include-us-say-officials/,support
