dates,website,stance
None,https://theconversation.com/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it-132803,deny
3 12 2020,https://www.channelnewsasia.com/news/commentary/covid-19-coronavirus-cold-can-vitamin-c-help-with-really-12526902,deny
3 9 2020,https://www.snopes.com/news/2020/03/09/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
3 17 2020,https://www.iflscience.com/health-and-medicine/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
3 9 2020,https://abdn.pure.elsevier.com/en/clippings/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-i,deny
3 11 2020,https://www.siliconrepublic.com/innovation/vitamin-c-cure-coronavirus-fake,deny
3 14 2020,https://www.inverse.com/mind-body/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it,deny
3 18 2020,https://www.mic.com/p/vitamin-c-cant-cure-coronavirus-but-its-still-good-for-you-22626091,deny
3 18 2020,https://www.healthed.com.au/from_the_web/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
4 6 2020,https://goodmenproject.com/featured-content/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
3 9 2020,https://uk.news.yahoo.com/coronavirus-time-debunk-influencer-claims-153429680.html,deny
3 9 2020,https://menafn.com/1099824875/Coronavirus-its-time-to-debunk-claims-that-vitamin-C-could-cure-it,deny
None,https://innerself.com/content/living/health/diseases-and-conditions/22664-debunking-claims-that-vitamin-c-could-cure-coronavirus.html,deny
3 13 2020,https://vip.politicsmeanspolitics.com/2020/03/13/time-to-debunk-claims-that-vitamin-c-could-cure-coronavirus/,deny
3 9 2020,https://currently.att.yahoo.com/att/coronavirus-time-debunk-influencer-claims-153429680.html,deny
4 6 2020,https://www.companynewshq.com/coronavirus-news/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it-the-good-men-project/,deny
3 17 2020,https://nationalinterest.org/blog/buzz/debunking-myths-why-vitamin-c-will-not-cure-or-prevent-coronavirus-133372,deny
3 10 2020,https://www.econotimes.com/Coronavirus-its-time-to-debunk-claims-that-vitamin-C-could-cure-it-1576731,deny
4 1 2020,http://radio.hot917fm.com/featured/can-vitamin-c-cure-the-coronavirus-scientists-separate-fact-from-fiction/,deny
3 10 2020,https://www.bignewsnetwork.com/news/264259889/coronavirus-it-time-to-debunk-claims-that-vitamin-c-could-cure-it,deny
3 9 2020,https://sports.yahoo.com/coronavirus-time-debunk-influencer-claims-153429680.html,deny
3 10 2020,https://knowridge.com/2020/03/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
None,https://idose.org/vitamin-c-does-not-cure-coronavirus/,deny
3 10 2020,https://www.snopes.com/collections/debunker-03-10-2020/,deny
3 13 2020,https://www.gizmodo.com.au/2020/03/its-time-to-debunk-claims-that-vitamin-c-could-cure-coronavirus/,deny
None,https://qoshe.com/the-conversation/peter-mccaffery/coronavirus-it-s-time-to-debunk-claims-that-vit/66867129,deny
3 10 2020,https://muckrack.com/peter-mccaffery,deny
None,https://www.industriesnews.net/news/264263169/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it,deny
3 10 2020,https://www.quoterland.com/its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
None,https://medicine.casa/can-vitamin-c-treatment-the-coronavirus-scientists-separate-truth-from-fict/,deny
3 11 2020,https://www.rabbithealth101.com/commentary-can-vitamin-c-really-help-with-your-cold-or-even-covid-19-cna/,deny
None,http://achievedepth.com/vitamin-c-and-the-immune-system/,support
None,http://own-news.org/news/article/dc5fcb26b3b1b49db319216b60cf2f2a?languages=en,deny
3 14 2020,https://institutoflash786.org/2020/03/14/can-vitamin-c-cure-the-coronavirus-scientists-separate-fact-from-fiction/,deny
3 10 2020,https://foreignaffairs.co.nz/2020/03/10/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it-132803/,deny
3 10 2020,https://u-s-news.com/snopes-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
3 24 2020,https://www.timesnownews.com/health/article/want-to-increase-your-vitamin-c-intake-include-these-5-items-in-your-diet/568706,support
3 9 2020,https://www.operanewsapp.com/ng/en/health/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it?news_id=79df7a016c90d499682ae629fa7c4ccb&news_entry_id=45652809200309en_ng&open_type=transcoded&request_id=search_087930f0-0118-468a-b241-7f56131724ee&from=search,deny
None,http://theparentcode.com/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
None,https://www.kb4all.xyz/can-vitamin-c-cure-the-coronavirus-scientists-separate-fact-from-fiction/,deny
3 12 2020,https://headtopics.com/sg/commentary-can-vitamin-c-really-help-with-your-cold-or-even-covid-19-11806648,deny
3 21 2020,https://youngerbee.com/2020/03/21/coronavirus-its-time-to-debunk-claims-that-vitamin-c-could-cure-it/,deny
3 10 2020,https://www.cogwriter.com/news/prophecy/covid-19-and-vitamin-c-the-truth-the-myth-and-the-hype/,deny
4 18 2020,https://foods2young.com/vitamin-c-would-be-the-best-way-to-enhance-your-immune-system-and-help-you-to-cure-coronavirus/,support
