dates,website,stance
3 17 2020,https://www.bbc.com/future/article/20200317-covid-19-how-long-does-the-coronavirus-last-on-surfaces,support
4 17 2020,"https://www.who.int/news-room/q-a-detail/q-a-coronaviruses#:~:text=It%20is%20not%20certain%20how,up%20to%20several%20days.",support
3 14 2020,https://www.npr.org/sections/health-shots/2020/03/14/811609026/the-new-coronavirus-can-live-on-surfaces-for-2-3-days-heres-how-to-clean-them,support
4 6 2020,https://www.businessinsider.sg/how-long-can-coronavirus-live-on-surfaces-how-to-disinfect-2020-3,support
3 25 2020,https://www.usatoday.com/in-depth/news/2020/03/25/coronavirus-survives-on-metal-plastic-cardboard-common-objects/2866340001/,support
3 17 2020,https://www.nih.gov/news-events/news-releases/new-coronavirus-stable-hours-surfaces,support
3 18 2020,https://www.livescience.com/how-long-coronavirus-last-surfaces.html,support
3 28 2020,https://www.weforum.org/agenda/2020/03/this-is-how-long-coronavirus-lives-on-surfaces/,support
4 2 2020,https://abc11.com/coronavirus-surfaces-on-how-long-covid/6071096/,support
3 26 2020,https://theconversation.com/we-know-how-long-coronavirus-survives-on-surfaces-heres-what-it-means-for-handling-money-food-and-more-134671,support
3 20 2020,https://www.sciencedaily.com/releases/2020/03/200320192755.htm,support
