dates,website,
2 1 2020,https://www.reuters.com/article/us-china-health-cancer-patient/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-virus-blockade-idUSKBN1ZW01X,support
2 1 2020,https://www.reuters.com/article/china-health-cancer-patient/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-virus-blockade-idUSL4N2A200T,support
2 1 2020,https://www.reuters.com/article/uk-china-health-cancer-patient/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-virus-blockade-idUKKBN1ZW02N,support
2 1 2020,https://www.reuters.com/article/us-china-health-cancer-patient/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-virus-blockade-idUKKBN1ZW01X,support
2 2 2020,https://www.japantimes.co.jp/news/2020/02/02/asia-pacific/science-health-asia-pacific/china-mom-girl-cancer-virus-blockade/,support
2 1 2020,https://uk.reuters.com/article/us-china-health-cancer-patient/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-virus-blockade-idUKKBN1ZW01X,support
2 1 2020,https://in.reuters.com/article/us-china-health-cancer-patient/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-virus-blockade-idINKBN1ZW01X,support
2 1 2020,https://in.reuters.com/article/china-health-cancer-patient/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-virus-blockade-idINKBN1ZW02V,support
2 2 2020,https://www.channelnewsasia.com/news/asia/wuhan-virus-lockdown-hubei-cancer-blockade-coronavirus-12381982,support
2 2 2020,https://www.thehindu.com/news/international/please-take-my-daughter-mother-of-girl-with-cancer-pleads-at-jiujiang-virus-blockade/article30718250.ece,support
