dates,website,
2 3 2020,https://www.reuters.com/article/china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idUSL4N2A31J7,support
2 3 2020,https://www.reuters.com/article/uk-china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idUKKBN1ZY03Z,support
2 3 2020,https://www.reuters.com/article/uk-china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idINKBN1ZY03Z,support
2 3 2020,https://www.reuters.com/article/china-health-taiwan-idUSL4N2A31J7,support
2 3 2020,https://in.reuters.com/article/uk-china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idINKBN1ZY03Z,support
2 3 2020,https://in.reuters.com/article/uk-china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idINKBN1ZY03Z?il=0,support
2 3 2020,https://in.reuters.com/article/china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idINL4N2A31J7,support
2 3 2020,https://uk.reuters.com/article/uk-china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idUKKBN1ZY03Z,support
2 3 2020,https://uk.reuters.com/article/china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idUKL4N2A31J7,support
2 3 2020,https://uk.reuters.com/article/uk-china-health-taiwan/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-idUKKBN1ZY03Z?il=0,support
2 4 2020,https://www.straitstimes.com/asia/east-asia/coronavirus-taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases,support
2 4 2020,https://www.thestar.com.my/news/world/2020/02/04/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases,support
2 4 2020,https://www.businessinsider.com/taiwan-evacuates-first-group-from-wuhan-announces-limit-on-mask-purchases-2020-2,support
