dates,website,
1 31 2020,https://www.facebook.com/studioincendo/posts/%E7%BE%8E%E5%9C%8B%E5%B0%81%E9%97%9C%E5%91%A8%E6%97%A5%E8%B5%B7%E7%A6%81%E6%AD%A2%E6%9B%BE%E8%B8%8F%E8%B6%B3%E4%B8%AD%E5%9C%8B%E6%97%85%E5%AE%A2%E5%85%A5%E5%A2%83%E4%BF%82%E5%92%AA%E4%BF%82%E4%BD%A2%E5%9C%B0%E7%9F%A5d%E9%87%8E%E6%88%91%E5%9C%B0%E5%94%94%E7%9F%A5-%E6%9E%97%E9%84%AD%E4%BB%B2%E5%95%8F%E7%B7%8A%E9%BB%9E%E8%A7%A3%E7%94%A8%E5%B1%85%E4%BD%8F%E5%9C%B0%E5%8A%83%E5%88%86%E5%A4%A7%E5%AE%B6%E8%A6%81%E9%A0%90%E5%82%99%E5%8E%BB%E5%94%94%E5%88%B0%E6%97%A5%E6%9C%AC%E4%BA%86%E4%B8%AD%E5%9C%8B%E5%8C%85%E5%94%94%E5%8C%85%E9%A6%99%E6%B8%AFany-foreign-nation/2515596195355121/,support
1 31 2020,https://www.facebook.com/studioincendo/posts/2515596195355121/,support
1 31 2020,https://www.facebook.com/studioincendo/photos/%E7%BE%8E%E5%9C%8B%E5%B0%81%E9%97%9C%E5%91%A8%E6%97%A5%E8%B5%B7%E7%A6%81%E6%AD%A2%E6%9B%BE%E8%B8%8F%E8%B6%B3%E4%B8%AD%E5%9C%8B%E6%97%85%E5%AE%A2%E5%85%A5%E5%A2%83%E4%BF%82%E5%92%AA%E4%BF%82%E4%BD%A2%E5%9C%B0%E7%9F%A5d%E9%87%8E%E6%88%91%E5%9C%B0%E5%94%94%E7%9F%A5-%E6%9E%97%E9%84%AD%E4%BB%B2%E5%95%8F%E7%B7%8A%E9%BB%9E%E8%A7%A3%E7%94%A8%E5%B1%85%E4%BD%8F%E5%9C%B0%E5%8A%83%E5%88%86%E5%A4%A7%E5%AE%B6%E8%A6%81%E9%A0%90%E5%82%99%E5%8E%BB%E5%94%94%E5%88%B0%E6%97%A5%E6%9C%AC%E4%BA%86%E4%B8%AD%E5%9C%8B%E5%8C%85%E5%94%94%E5%8C%85%E9%A6%99%E6%B8%AFany-foreign-nation/2515594678688606/,support
1 31 2020,https://www.facebook.com/FrontlineTechWorkersConcernGroup/photos/%E6%9E%97%E9%84%AD%E5%94%94%E8%AD%98-%E5%B0%81%E9%97%9C%E4%BF%82%E5%92%AA%E4%BE%9D%E5%AE%B6%E7%89%B9%E6%9C%97%E6%99%AE%E6%95%99%E5%A6%B3%E9%BB%9E%E5%81%9A%E4%B8%8B%E4%B8%80%E5%80%8B%E5%95%8F%E9%A1%8Cchina-%E4%BF%82%E5%92%AA%E5%8D%B3%E4%BF%82%E5%8C%85%E5%9F%8B-hk%E5%B0%8F%E7%B7%A8%E5%94%94%E7%9F%A5%E8%80%81%E8%80%81%E8%B1%86%E8%B1%86%E4%B8%8D%E5%A6%82%E5%95%8F%E4%B8%8B%E6%9E%97%E9%84%AD%E4%BD%A2%E4%BE%9D%E5%AE%B6%E6%83%B3-hk-is-not-china-%E5%AE%9A%E4%BF%82-hk-i/2951892744850439/,support
1 28 2020,https://www.facebook.com/studioincendo/photos/pb.1474101479504603.-2207520000../2512687022312705/?type=3&eid=ARBYE4bg8mHdWPr32Fg4DdkTUYELO0fvvC9ddirAWUP7BScp3i9hQ_JJb_1cveyne2uf0wC5uf-soFP5,support
1 4 2020,https://www.facebook.com/studioincendo/photos/%E5%8F%AA%E8%A6%81%E6%9C%89%E9%9C%80%E8%A6%81%E6%88%91%E5%80%91%E9%A6%99%E6%B8%AF%E4%BA%BA%E4%B8%80%E5%AE%9A%E6%9C%83%E7%82%BA%E4%BD%A0%E9%96%8B%E8%B7%AF/2490957421152332/,support
1 31 2020,https://www.facebook.com/FrontlineTechWorkersConcernGroup/posts/2951895398183507,support
1 31 2020,https://ar-ar.facebook.com/studioincendo/posts/2515596195355121,support
1 31 2020,https://pt-br.facebook.com/studioincendo/posts/2515596195355121/,support
1 31 2020,https://hi-in.facebook.com/studioincendo/photos/%E7%BE%8E%E5%9C%8B%E5%B0%81%E9%97%9C%E5%91%A8%E6%97%A5%E8%B5%B7%E7%A6%81%E6%AD%A2%E6%9B%BE%E8%B8%8F%E8%B6%B3%E4%B8%AD%E5%9C%8B%E6%97%85%E5%AE%A2%E5%85%A5%E5%A2%83%E4%BF%82%E5%92%AA%E4%BF%82%E4%BD%A2%E5%9C%B0%E7%9F%A5d%E9%87%8E%E6%88%91%E5%9C%B0%E5%94%94%E7%9F%A5%E4%B8%AD%E5%9C%8B%E5%8C%85%E5%94%94%E5%8C%85%E9%A6%99%E6%B8%AFany-foreign-national-who-has-traveled-withi/2515594678688606/,support
1 31 2020,https://hi-in.facebook.com/studioincendo/posts/2515596195355121/,support
3 5 2020,https://zh-cn.facebook.com/studioincendo/posts/2515596195355121,support
1 20 2020,https://www.facebook.com/studioincendo/photos/a.1497185973862820/2506496782931729/?type=3,support
1 5 2020,https://www.facebook.com/studioincendo/photos/a.1557839794464104/2491753207739420/?type=3,support
