dates,website,
2 1 2020,https://www.dailymail.co.uk/news/article-7955153/Quarantined-Brits-allowed-OUTSIDE-anti-coronavirus.html,support
2 1 2020,https://www.wuhanupdate.com/china/quarantined-brits-are-allowed-outside-at-anti-coronavirus-86088880,support
2 1 2020,https://digitalive.world/quarantined-brits-are-allowed-outside-at-anti-coronavirus-daily-mail-dailymail-co-uk/,support
2 1 2020,https://newstral.com/en/article/en/1144862878/quarantined-brits-are-allowed-outside-at-anti-coronavirus,support
2 1 2020,https://twnews.co.uk/uk-news/quarantined-brits-are-allowed-outside-at-anti-coronavirus,support
2 2 2020,https://malware-protection-software.blogspot.com/2020/02/quarantined-brits-are-allowed-outside.html,support
2 1 2020,https://hienalouca.com/2020/02/01/quarantined-brits-are-allowed-outside-at-anti-coronavirus/,support
2 1 2020,https://thomas-wallace85.com/quarantined-brits-are-allowed-outside-at-anti-coronavirus-daily-mail/,support
2 1 2020,https://textbacklinkexchanges.com/quarantined-brits-are-allowed-outside-at-anti-coronavirus/,support
2 1 2020,https://internewscast.com/minamino-ill-never-forget-klopps-first-words-to-me/,support
2 4 2020,https://internewscast.com/bushfire-brandalism-artists-hijack-advertising-space-in-sydney-and-melbourne-to-call-for-climate-action/,support
2 1 2020,https://gobnewsonline.com/2020/02/01/quarantined-brits-are-allowed-outside-at-anti-coronavirus/,support
2 1 2020,https://uk.anygator.com/article/quarantined-brits-are-allowed-outside-at-anti-coronavirus__11365559,support
